SciName_orig,OTU_BCG,Modified,Rationale,CommonName
noturus gyrinus,NOTURUS GYRINUS,FALSE,,TADPOLE MADTOM
noturus miurus,NOTURUS MIURUS,FALSE,,BRINDLED MADTOM
noturus nocturnus,NOTURUS NOCTURNUS,FALSE,,FRECKLED MADTOM
noturus placidus,NOTURUS PLACIDUS,FALSE,,NEOSHO MADTOM
onchorhynchus clarki,ONCHORHYNCHUS CLARKI,FALSE,,CUTTHROAT TROUT
oncorhynchus kisutch,ONCORHYNCHUS KISUTCH,FALSE,,COHO SALMON
oncorhynchus mykiss,ONCORHYNCHUS MYKISS,FALSE,,RAINBOW TROUT
perca flavescens,PERCA FLAVESCENS,FALSE,,YELLOW PERCH
percidae,PERCIDAE,FALSE,,PERCHES
percina,PERCINA,FALSE,,ROUGHBELLY DARTERS
percina caprodes,PERCINA CAPRODES,FALSE,,LOGPERCH
percina copelandi,PERCINA COPELANDI,FALSE,,CHANNEL DARTER
percina cymatotaenia,PERCINA CYMATOTAENIA,FALSE,,BLUESTRIPE DARTER
percina evides,PERCINA EVIDES,FALSE,,GILT DARTER
percina fulvitaenia,PERCINA FULVITAENIA,FALSE,,OZARK LOGPERCH
percina macrolepida,PERCINA MACROLEPIDA,FALSE,,BIGSCALE LOGPERCH
percina maculata,PERCINA MACULATA,FALSE,,BLACKSIDE DARTER
percina nasuta,PERCINA NASUTA,FALSE,,LONGNOSE DARTER
percina pantherina,PERCINA PANTHERINA,FALSE,,LEOPARD DARTER
percina phoxocephala,PERCINA PHOXOCEPHALA,FALSE,,SLENDERHEAD DARTER
percina phoxocephala x caprodes,PERCINA PHOXOCEPHALA X CAPRODES,FALSE,,SLENDERHEAD DARTER X LOGPERCH
percina sciera,PERCINA SCIERA,FALSE,,DUSKY DARTER
percina shumardi,PERCINA SHUMARDI,FALSE,,RIVER DARTER
percina uranidea,PERCINA URANIDEA,FALSE,,STARGAZING DARTER
percina vigil,PERCINA VIGIL,FALSE,,SADDLEBACK DARTER
percopsis omiscomaycus,PERCOPSIS OMISCOMAYCUS,FALSE,,TROUT-PERCH
petromyzontidae,PETROMYZONTIDAE,FALSE,,LAMPREY
petromyzontiformes ammocoete,PETROMYZONTIFORMES AMMOCOETE,FALSE,,LAMPREY
phenacobius mirabilis,PHENACOBIUS MIRABILIS,FALSE,,SUCKERMOUTH MINNOW
phoxinus,PHOXINUS,FALSE,,DACE
pimephales notatus,PIMEPHALES NOTATUS,FALSE,,BLUNTNOSE MINNOW
pimephales promelas,PIMEPHALES PROMELAS,FALSE,,FATHEAD MINNOW
pimephales tenellus,PIMEPHALES TENELLUS,FALSE,,SLIM MINNOW
pimephales vigilax,PIMEPHALES VIGILAX,FALSE,,BULLHEAD MINNOW
platygobio gracilis,PLATYGOBIO GRACILIS,FALSE,,FLATHEAD CHUB
polyodon spathula,POLYODON SPATHULA,FALSE,,PADDLEFISH
pomoxis,POMOXIS,FALSE,,CRAPPIES
pomoxis annularis,POMOXIS ANNULARIS,FALSE,,WHITE CRAPPIE
pomoxis nigromaculatus,POMOXIS NIGROMACULATUS,FALSE,,BLACK CRAPPIE
pylodictis olivaris,PYLODICTIS OLIVARIS,FALSE,,FLATHEAD CATFISH
rhinichthys atratulus,RHINICHTHYS ATRATULUS,FALSE,,EASTERN BLACKNOSE DACE
rhinichthys cataractae,RHINICHTHYS CATARACTAE,FALSE,,LONGNOSE DACE
rhinichthys obtusus,RHINICHTHYS OBTUSUS,FALSE,,WESTERN BLACKNOSE DACE
salmo trutta,SALMO TRUTTA,FALSE,,BROWN TROUT
salmo trutta x salvelinus fontinalis,SALMO TRUTTA X SALVELINUS FONTINALIS,FALSE,,TIGER TROUT
salvelinus fontinalis,SALVELINUS FONTINALIS,FALSE,,BROOK TROUT
sander canadensis,SANDER CANADENSIS,FALSE,,SAUGER
sander vitreus,SANDER VITREUS,FALSE,,WALLEYE
sander vitreus x canadensis,SANDER VITREUS X CANADENSIS,FALSE,,SAUGEYE
scaphirhynchus platorynchus,SCAPHIRHYNCHUS PLATORYNCHUS,FALSE,,SHOVELNOSE STURGEON
semotilus atromaculatus,SEMOTILUS ATROMACULATUS,FALSE,,CREEK CHUB
umbra limi,UMBRA LIMI,FALSE,,CENTRAL MUDMINNOW
unidentified,UNIDENTIFIED,FALSE,,UNIDENTIFIED
Alosa Chrysochloris,ALOSA CHRYSOCHLORIS,FALSE,No change,SKIPJACK HERRING
Alosa Pseudoharengus,ALOSA PSEUDOHARENGUS,FALSE,,ALEWIFE
Ambloplites Ariommus,AMBLOPLITES ARIOMMUS,FALSE,,SHADOW BASS
Ambloplites Constellatus,AMBLOPLITES CONSTELLATUS,FALSE,,OZARK BASS
Ambloplites Rupestris,AMBLOPLITES RUPESTRIS,FALSE,,ROCK BASS
Ameiurus,AMEIURUS,FALSE,,BULLHEADS
Ameiurus Melas,AMEIURUS MELAS,FALSE,,BLACK BULLHEAD
Ameiurus Natalis,AMEIURUS NATALIS,FALSE,,YELLOW BULLHEAD
Ameiurus�Nebulosus,AMEIURUS NEBULOSUS,FALSE,,BROWN BULLHEAD
Amia Calva,AMIA CALVA,FALSE,,BOWFIN
Ammocrypta Clara,AMMOCRYPTA CLARA,FALSE,,WESTERN SAND DARTER
Ammocrypta Vivax,AMMOCRYPTA VIVAX,FALSE,,SCALY SAND DARTER
Anguilla Rostrata,ANGUILLA ROSTRATA,FALSE,,AMERICAN EEL
Aphredoderus Sayanus,APHREDODERUS SAYANUS,FALSE,,PIRATE PERCH
Aplodinotus Grunniens,APLODINOTUS GRUNNIENS,FALSE,,FRESHWATER DRUM
Atractosteus Spatula,ATRACTOSTEUS SPATULA,FALSE,,ALLIGATOR GAR
Campostoma,CAMPOSTOMA,FALSE,,STONEROLLERS
Campostoma Anomalum,CAMPOSTOMA ANOMALUM,FALSE,,CENTRAL STONEROLLER
Campostoma Anomalum X Rhinichthys Atratulus,CAMPOSTOMA ANOMALUM X RHINICHTHYS ATRATULUS,FALSE,,CENTRAL STONEROLLER X BLACKNOSE DACE
Campostoma Oligolepis,CAMPOSTOMA OLIGOLEPIS,FALSE,,LARGESCALE STONEROLLER
Carassius Auratus,CARASSIUS AURATUS,FALSE,,GOLDFISH
Carpiodes,CARPIODES,FALSE,,CARPSUCKER
Carpiodes Carpio,CARPIODES CARPIO,FALSE,,RIVER CARPSUCKER
Carpiodes Cyprinus,CARPIODES CYPRINUS,FALSE,,QUILLBACK
Carpiodes Velifer,CARPIODES VELIFER,FALSE,,HIGHFIN CARPSUCKER
Catostomidae,CATOSTOMIDAE,FALSE,,SUCKER
Catostomus Catostomus,CATOSTOMUS CATOSTOMUS,FALSE,,LONGNOSE SUCKER
Catostomus Commersonii,CATOSTOMUS COMMERSONII,FALSE,,WHITE SUCKER
Centrarchus Macropterus,CENTRARCHUS MACROPTERUS,FALSE,,FLIER
Chrosomus,CHROSOMUS,FALSE,,DACE
Chrosomus Eos,CHROSOMUS EOS,FALSE,,NORTHERN REDBELLY DACE
Chrosomus Erythrogaster,CHROSOMUS ERYTHROGASTER,FALSE,,SOUTHERN REDBELLY DACE
Chrosomus Neogaeus,CHROSOMUS NEOGAEUS,FALSE,,FINESCALE DACE
Clinostomus Elongatus,CLINOSTOMUS ELONGATUS,FALSE,,REDSIDE DACE
Cottus,COTTUS,FALSE,,SCULPIN
Cottus Bairdii,COTTUS BAIRDII,FALSE,,MOTTLED SCULPIN
Cottus Carolinae,COTTUS CAROLINAE,FALSE,,BANDED SCULPIN
Cottus Cognatus,COTTUS COGNATUS,FALSE,,SLIMY SCULPIN
Cottus Hypselurus,COTTUS HYPSELURUS,FALSE,,OZARK SCULPIN
Cottus Immaculatus,COTTUS IMMACULATUS,FALSE,,KNOBFIN SCULPIN
Cottus Specus,COTTUS SPECUS,FALSE,,GROTTO SCULPIN
Crystallaria Asprella,CRYSTALLARIA ASPRELLA,FALSE,,CRYSTAL DARTER
Ctenopharyngodon Idella,CTENOPHARYNGODON IDELLA,FALSE,,GRASS CARP
Culaea Inconstans,CULAEA INCONSTANS,FALSE,,BROOK STICKLEBACK
Cycleptus Elongatus,CYCLEPTUS ELONGATUS,FALSE,,BLUE SUCKER
Cyprinella,CYPRINELLA,FALSE,,SATINFIN SHINERS 
Cyprinella Camura,CYPRINELLA CAMURA,FALSE,,BLUNTFACE SHINER
Cyprinella Galactura,CYPRINELLA GALACTURA,FALSE,,WHITETAIL SHINER
Cyprinella Lutrensis,CYPRINELLA LUTRENSIS,FALSE,,RED SHINER
Cyprinella Lutrensis X Spiloptera,CYPRINELLA LUTRENSIS X SPILOPTERA,FALSE,,RED SHINER X SPOTFIN SHINER
Cyprinella Spiloptera,CYPRINELLA SPILOPTERA,FALSE,,SPOTFIN SHINER
Cyprinella Venusta,CYPRINELLA VENUSTA,FALSE,,BLACKTAIL SHINER
Cyprinella Whipplei,CYPRINELLA WHIPPLEI,FALSE,,STEELCOLOR SHINER
Cyprinidae,CYPRINIDAE,FALSE,,CYPRINIDAE
Cyprinidae Hybrid,CYPRINIDAE HYBRID,FALSE,,CYPRINIDAE HYBRID
Cyprinodon Rubrofluviatilis,CYPRINODON RUBROFLUVIATILIS,FALSE,,RED RIVER PUPFISH
Cyprinus Carpio,CYPRINUS CARPIO,FALSE,,COMMON CARP
Dorosoma,DOROSOMA,FALSE,,SHAD
Dorosoma Cepedianum,DOROSOMA CEPEDIANUM,FALSE,,GIZZARD SHAD
Dorosoma Petenense,DOROSOMA PETENENSE,FALSE,,THREADFIN SHAD
Elassoma Zonatum,ELASSOMA ZONATUM,FALSE,,BANDED PYGMY SUNFISH
Erimystax Harryi,ERIMYSTAX HARRYI,FALSE,,OZARK CHUB
Erimystax X-Punctatus,ERIMYSTAX X-PUNCTATUS,FALSE,,GRAVEL CHUB
Erimyzon Claviformis,ERIMYZON CLAVIFORMIS,FALSE,,WESTERN CREEK CHUBSUCKER
Erimyzon Oblongus,ERIMYZON OBLONGUS,FALSE,,CREEK CHUBSUCKER
Erimyzon Sucetta,ERIMYZON SUCETTA,FALSE,,LAKE CHUBSUCKER
Esox Americanus,ESOX AMERICANUS,FALSE,,REDFIN OR GRASS PICKEREL
Esox Lucius,ESOX LUCIUS,FALSE,,NORTHERN PIKE
Esox Masquinongy,ESOX MASQUINONGY,FALSE,,MUSKELLUNGE
Esox Niger,ESOX NIGER,FALSE,,CHAIN PICKEREL
Etheostoma,ETHEOSTOMA,FALSE,,DARTER
Etheostoma Artesiae,ETHEOSTOMA ARTESIAE,FALSE,,REDSPOT DARTER
Etheostoma Asprigene,ETHEOSTOMA ASPRIGENE,FALSE,,MUD DARTER
Etheostoma Autumnale,ETHEOSTOMA AUTUMNALE,FALSE,,AUTUMN DARTER
Etheostoma Blennioides,ETHEOSTOMA BLENNIOIDES,FALSE,,GREENSIDE DARTER
Etheostoma Burri,ETHEOSTOMA BURRI,FALSE,,BROOK DARTER
Etheostoma Caeruleum,ETHEOSTOMA CAERULEUM,FALSE,,RAINBOW DARTER
Etheostoma Chlorosoma,ETHEOSTOMA CHLOROSOMA,FALSE,,BLUNTNOSE DARTER
Etheostoma Collettei,ETHEOSTOMA COLLETTEI,FALSE,,CREOLE DARTER
Etheostoma Cragini,ETHEOSTOMA CRAGINI,FALSE,,ARKANSAS DARTER
Etheostoma Erythrozonum,ETHEOSTOMA ERYTHROZONUM,FALSE,,MERAMEC SADDLED DARTER
Etheostoma Euzonum,ETHEOSTOMA EUZONUM,FALSE,,ARKANSAS SADDLED DARTER
Etheostoma Exile,ETHEOSTOMA EXILE,FALSE,,IOWA DARTER
Etheostoma Flabellare,ETHEOSTOMA FLABELLARE,FALSE,,FANTAIL DARTER
Etheostoma Flabellare Flabellare,ETHEOSTOMA FLABELLARE FLABELLARE,FALSE,,BARRED FANTAIL DARTER
Etheostoma Flabellare Lineolatum,ETHEOSTOMA FLABELLARE LINEOLATUM,FALSE,,STRIPED FANTAIL DARTER
Etheostoma Fusiforme,ETHEOSTOMA FUSIFORME,FALSE,,SWAMP DARTER
Etheostoma Gracile,ETHEOSTOMA GRACILE,FALSE,,SLOUGH DARTER
Etheostoma Histrio,ETHEOSTOMA HISTRIO,FALSE,,HARLEQUIN DARTER
Etheostoma Microperca,ETHEOSTOMA MICROPERCA,FALSE,,LEAST DARTER
Etheostoma Mihileze,ETHEOSTOMA MIHILEZE,FALSE,,SUNBURST DARTER
Etheostoma Nianguae,ETHEOSTOMA NIANGUAE,FALSE,,NIANGUA DARTER
Etheostoma Nigrum,ETHEOSTOMA NIGRUM,FALSE,,JOHNNY DARTER
Etheostoma Parvipinne,ETHEOSTOMA PARVIPINNE,FALSE,,GOLDSTRIPE DARTER
Etheostoma Proeliare,ETHEOSTOMA PROELIARE,FALSE,,CYPRESS DARTER
Etheostoma Punctulatum,ETHEOSTOMA PUNCTULATUM,FALSE,,STIPPLED DARTER
Etheostoma Radiosum,ETHEOSTOMA RADIOSUM,FALSE,,ORANGEBELLY DARTER
Etheostoma Spectabile,ETHEOSTOMA SPECTABILE,FALSE,,ORANGETHROAT DARTER
Etheostoma Stigmaeum,ETHEOSTOMA STIGMAEUM,FALSE,,SPECKLED DARTER
Etheostoma Teddyroosevelt,ETHEOSTOMA TEDDYROOSEVELT,FALSE,,HIGHLAND DARTER
Etheostoma Tetrazonum,ETHEOSTOMA TETRAZONUM,FALSE,,MISSOURI SADDLED DARTER
Etheostoma Uniporum,ETHEOSTOMA UNIPORUM,FALSE,,CURRENT DARTER
Etheostoma Whipplei,ETHEOSTOMA WHIPPLEI,FALSE,,REDFIN DARTER
Etheostoma Zonale,ETHEOSTOMA ZONALE,FALSE,,BANDED DARTER
Fundulus,FUNDULUS,FALSE,,TOPMINNOWS
Fundulus Catenatus,FUNDULUS CATENATUS,FALSE,,NORTHERN STUDFISH
Fundulus Chrysotus,FUNDULUS CHRYSOTUS,FALSE,,GOLDEN TOPMINNOW
Fundulus Dispar,FUNDULUS DISPAR,FALSE,,STARHEAD TOPMINNOW
Fundulus Kansae,FUNDULUS KANSAE,FALSE,,NORTHERN PLAINS KILLIFISH
Fundulus Notatus,FUNDULUS NOTATUS,FALSE,,BLACKSTRIPE TOPMINNOW
Fundulus Olivaceus,FUNDULUS OLIVACEUS,FALSE,,BLACKSPOTTED TOPMINNOW
Fundulus Sciadicus,FUNDULUS SCIADICUS,FALSE,,PLAINS TOPMINNOW
Fundulus Zebrinus,FUNDULUS ZEBRINUS,FALSE,,PLAINS KILLIFISH
Gambusia Affinis,GAMBUSIA AFFINIS,FALSE,,WESTERN MOSQUITOFISH
Hiodon Alosoides,HIODON ALOSOIDES,FALSE,,GOLDEYE
Hiodon Tergisus,HIODON TERGISUS,FALSE,,MOONEYE
Hybognathus,HYBOGNATHUS,FALSE,,SILVERY MINNOW
Hybognathus Argyritis,HYBOGNATHUS ARGYRITIS,FALSE,,WESTERN SILVERY MINNOW
Hybognathus Hankinsoni,HYBOGNATHUS HANKINSONI,FALSE,,BRASSY MINNOW
Hybognathus Hayi,HYBOGNATHUS HAYI,FALSE,,CYPRESS MINNOW
Hybognathus Nuchalis,HYBOGNATHUS NUCHALIS,FALSE,,MISSISSIPPI SILVERY MINNOW
Hybognathus Placitus,HYBOGNATHUS PLACITUS,FALSE,,PLAINS MINNOW
Hybopsis Amblops,HYBOPSIS AMBLOPS,FALSE,,BIGEYE CHUB
Hybopsis Amnis,HYBOPSIS AMNIS,FALSE,,PALLID SHINER
Hybopsis Dorsalis,HYBOPSIS DORSALIS,FALSE,,BIGMOUTH SHINER
Hypentelium Nigricans,HYPENTELIUM NIGRICANS,FALSE,,NORTHERN HOG SUCKER
Hypophthalmichthys Molitrix,HYPOPHTHALMICHTHYS MOLITRIX,FALSE,,SILVER CARP
Hypophthalmichthys�Nobilis,HYPOPHTHALMICHTHYS NOBILIS,FALSE,,BIGHEAD CARP
Hypophthalmichthys�Nobilis X Molitrix,HYPOPHTHALMICHTHYS NOBILIS X MOLITRIX,FALSE,,BIGHEAD CARP X SILVER CARP
Ichthyomyzon,ICHTHYOMYZON,FALSE,,LAMPREY ICHTHYOMYZON
Ichthyomyzon Castaneus,ICHTHYOMYZON CASTANEUS,FALSE,,CHESTNUT LAMPREY
Ichthyomyzon Fossor,ICHTHYOMYZON FOSSOR,FALSE,,NORTHERN BROOK LAMPREY
Ichthyomyzon Gagei,ICHTHYOMYZON GAGEI,FALSE,,SOUTHERN BROOK LAMPREY
Ichthyomyzon Unicuspis,ICHTHYOMYZON UNICUSPIS,FALSE,,SILVER LAMPREY
Ictalurus Furcatus,ICTALURUS FURCATUS,FALSE,,BLUE CATFISH
Ictalurus Punctatus,ICTALURUS PUNCTATUS,FALSE,,CHANNEL CATFISH
Ictiobus,ICTIOBUS,FALSE,,BUFFALO
Ictiobus Bubalus,ICTIOBUS BUBALUS,FALSE,,SMALLMOUTH BUFFALO
Ictiobus Bubalus X Niger,ICTIOBUS BUBALUS X NIGER,FALSE,,SMALLMOUTH X BLACK BUFFALO
Ictiobus Cyprinellus,ICTIOBUS CYPRINELLUS,FALSE,,BIGMOUTH BUFFALO
Ictiobus Niger,ICTIOBUS NIGER,FALSE,,BLACK BUFFALO
Labidesthes Sicculus,LABIDESTHES SICCULUS,FALSE,,BROOK SILVERSIDE
Lampetra,LAMPETRA,FALSE,,LAMPREY LAMPETRA
Lampetra Aepyptera,LAMPETRA AEPYPTERA,FALSE,,LEAST BROOK LAMPREY
Lepisosteidae,LEPISOSTEIDAE,FALSE,,GAR
Lepisosteus Oculatus,LEPISOSTEUS OCULATUS,FALSE,,SPOTTED GAR
Lepisosteus Osseus,LEPISOSTEUS OSSEUS,FALSE,,LONGNOSE GAR
Lepisosteus Platostomus,LEPISOSTEUS PLATOSTOMUS,FALSE,,SHORTNOSE GAR
Lepomis Cyanellus,LEPOMIS CYANELLUS,FALSE,,GREEN SUNFISH
Lepomis Cyanellus Hybrid,LEPOMIS CYANELLUS HYBRID,FALSE,,GREEN SUNFISH HYBRID
Lepomis Cyanellus X Gulosus,LEPOMIS CYANELLUS X GULOSUS,FALSE,,GREEN SUNFISH X WARMOUTH
Lepomis Cyanellus X Humilis,LEPOMIS CYANELLUS X HUMILIS,FALSE,,GREEN SUNFISH X ORANGESPOTTED SUNFISH
Lepomis Cyanellus X Megalotis,LEPOMIS CYANELLUS X MEGALOTIS,FALSE,,GREEN SUNFISH X LONGEAR SUNFISH
Lepomis Cyanellus X Microlophus,LEPOMIS CYANELLUS X MICROLOPHUS,FALSE,,GREEN SUNFISH X REDEAR SUNFISH
Lepomis Gibbosus,LEPOMIS GIBBOSUS,FALSE,,PUMPKINSEED
Lepomis Gulosus,LEPOMIS GULOSUS,FALSE,,WARMOUTH
Lepomis Humilis,LEPOMIS HUMILIS,FALSE,,ORANGESPOTTED SUNFISH
Lepomis Humilis X Megalotis,LEPOMIS HUMILIS X MEGALOTIS,FALSE,,ORANGESPOTTED SUNFISH X LONGEAR SUNFISH
Lepomis Hybrid,LEPOMIS HYBRID,FALSE,,SUNFISH HYBRID
Lepomis Macrochirus,LEPOMIS MACROCHIRUS,FALSE,,BLUEGILL
Lepomis Macrochirus Hybrid,LEPOMIS MACROCHIRUS HYBRID,FALSE,,BLUEGILL HYBRID
Lepomis Macrochirus X Cyanellus,LEPOMIS MACROCHIRUS X CYANELLUS,FALSE,,BLUEGILL X GREEN SUNFISH
Lepomis Macrochirus X Gibbosus,LEPOMIS MACROCHIRUS X GIBBOSUS,FALSE,,BLUEGILL X PUMPKINSEED
Lepomis Macrochirus X Gulosus,LEPOMIS MACROCHIRUS X GULOSUS,FALSE,,BLUEGILL X WARMOUTH
Lepomis Macrochirus X Humilis,LEPOMIS MACROCHIRUS X HUMILIS,FALSE,,BLUEGILL X ORANGESPOTTED SUNFISH
Lepomis Macrochirus X Megalotis,LEPOMIS MACROCHIRUS X MEGALOTIS,FALSE,,BLUEGILL X LONGEAR SUNFISH
Lepomis Macrochirus X Microlophus,LEPOMIS MACROCHIRUS X MICROLOPHUS,FALSE,,BLUEGILL X REDEAR SUNFISH
Lepomis Marginatus,LEPOMIS MARGINATUS,FALSE,,DOLLAR SUNFISH
Lepomis Megalotis,LEPOMIS MEGALOTIS,FALSE,,LONGEAR SUNFISH
Lepomis Megalotis Hybrid,LEPOMIS MEGALOTIS HYBRID,FALSE,,LONGEAR SUNFISH HYBRID
Lepomis Microlophus,LEPOMIS MICROLOPHUS,FALSE,,REDEAR SUNFISH
Lepomis Miniatus,LEPOMIS MINIATUS,FALSE,,REDSPOTTED SUNFISH
Lepomis Punctatus,LEPOMIS PUNCTATUS,FALSE,,SPOTTED SUNFISH
Lepomis Symmetricus,LEPOMIS SYMMETRICUS,FALSE,,BANTAM SUNFISH
Lethenteron Appendix,LETHENTERON APPENDIX,FALSE,,AMERICAN BROOK LAMPREY
Lota Lota,LOTA LOTA,FALSE,,BURBOT
Luxilus Cardinalis,LUXILUS CARDINALIS,FALSE,,CARDINAL SHINER
Luxilus Chrysocephalus,LUXILUS CHRYSOCEPHALUS,FALSE,,STRIPED SHINER
Luxilus Chrysocephalus X Notropis Percobromus,LUXILUS CHRYSOCEPHALUS X NOTROPIS PERCOBROMUS,FALSE,,STRIPED SHINER X CARMINE SHINER
Luxilus Chrysocephalus X Zonatus,LUXILUS CHRYSOCEPHALUS X ZONATUS,FALSE,,STRIPED SHINER X  BLEEDING SHINER
Luxilus Cornutus,LUXILUS CORNUTUS,FALSE,,COMMON SHINER
Luxilus Cornutus X Chrosomus Erythrogaster,LUXILUS CORNUTUS X CHROSOMUS ERYTHROGASTER,FALSE,,COMMON SHINER X SOUTHERN REDBELLY DACE
Luxilus Cornutus X Notropis Percobromus,LUXILUS CORNUTUS X NOTROPIS PERCOBROMUS,FALSE,,COMMON SHINER X CARMINE SHINER
Luxilus Cornutus X Semotilus Atromaculatus,LUXILUS CORNUTUS X SEMOTILUS ATROMACULATUS,FALSE,,COMMON SHINER X CREEK CHUB
Luxilus Pilsbryi,LUXILUS PILSBRYI,FALSE,,DUSKYSTRIPE SHINER
Luxilus Zonatus,LUXILUS ZONATUS,FALSE,,BLEEDING SHINER
Luxilus�Zonatus X Notropis Nubilus,LUXILUS ZONATUS X NOTROPIS NUBILUS,FALSE,,BLEEDING SHINER X OZARK MINNOW
Lythrurus Fumeus,LYTHRURUS FUMEUS,FALSE,,RIBBON SHINER
Lythrurus Snelsoni,LYTHRURUS SNELSONI,FALSE,,OUACHITA MOUNTAIN SHINER
Lythrurus Umbratilis,LYTHRURUS UMBRATILIS,FALSE,,REDFIN SHINER
Macrhybopsis Aestivalis,MACRHYBOPSIS AESTIVALIS,FALSE,,SPECKLED CHUB
Macrhybopsis Australis,MACRHYBOPSIS AUSTRALIS,FALSE,,PRAIRIE CHUB
Macrhybopsis Hyostoma,MACRHYBOPSIS HYOSTOMA,FALSE,,SHOAL CHUB
Macrhybopsis Meeki,MACRHYBOPSIS MEEKI,FALSE,,SICKLEFIN CHUB
Macrhybopsis Storeriana,MACRHYBOPSIS STORERIANA,FALSE,,SILVER CHUB
Macrhybopsis Tetranema,MACRHYBOPSIS TETRANEMA,FALSE,,PEPPERED CHUB
Margariscus Margarita,MARGARISCUS MARGARITA,FALSE,,PEARL DACE
Margariscus Nachtriebi,MARGARISCUS NACHTRIEBI,FALSE,,NORTHERN PEARL DACE
Margariscus Nachtriebi Hybrid,MARGARISCUS NACHTRIEBI HYBRID,FALSE,,NORTHERN PEARL DACE HYBRID
Menidia Audens,MENIDIA AUDENS,FALSE,,MISSISSIPPI SILVERSIDE
Menidia Beryllina,MENIDIA BERYLLINA,FALSE,,INLAND SILVERSIDE
Micropterus,MICROPTERUS,FALSE,,BLACK BASS
Micropterus Dolomieu,MICROPTERUS DOLOMIEU,FALSE,,SMALLMOUTH BASS
Micropterus Dolomieu X Punctulatus,MICROPTERUS DOLOMIEU X PUNCTULATUS,FALSE,,SMALLMOUTH BASS X SPOTTED BASS
Micropterus Hybrid,MICROPTERUS HYBRID,FALSE,,BASS HYBRID
Micropterus Punctulatus,MICROPTERUS PUNCTULATUS,FALSE,,SPOTTED BASS
Micropterus Punctulatus X Salmoides,MICROPTERUS PUNCTULATUS X SALMOIDES,FALSE,,SPOTTED BASS X LARGEMOUTH BASS
Micropterus Salmoides,MICROPTERUS SALMOIDES,FALSE,,LARGEMOUTH BASS
Minytrema Melanops,MINYTREMA MELANOPS,FALSE,,SPOTTED SUCKER
Morone,MORONE,FALSE,,BASS
Morone Americana,MORONE AMERICANA,FALSE,,WHITE PERCH
Morone Chrysops,MORONE CHRYSOPS,FALSE,,WHITE BASS
Morone Mississippiensis,MORONE MISSISSIPPIENSIS,FALSE,,YELLOW BASS
Morone Saxatilis,MORONE SAXATILIS,FALSE,,STRIPED BASS
Morone Saxatilis X Chrysops,MORONE SAXATILIS X CHRYSOPS,FALSE,,WIPER
Moxostoma,MOXOSTOMA,FALSE,,REDHORSE
Moxostoma Anisurum,MOXOSTOMA ANISURUM,FALSE,,SILVER REDHORSE
Moxostoma Carinatum,MOXOSTOMA CARINATUM,FALSE,,RIVER REDHORSE
Moxostoma Duquesnii,MOXOSTOMA DUQUESNII,FALSE,,BLACK REDHORSE
Moxostoma Erythrurum,MOXOSTOMA ERYTHRURUM,FALSE,,GOLDEN REDHORSE
Moxostoma Macrolepidotum,MOXOSTOMA MACROLEPIDOTUM,FALSE,,SHORTHEAD REDHORSE
Moxostoma Pisolabrum,MOXOSTOMA PISOLABRUM,FALSE,,PEALIP REDHORSE
Moxostoma Valenciennesi,MOXOSTOMA VALENCIENNESI,FALSE,,GREATER REDHORSE
Nocomis Asper,NOCOMIS ASPER,FALSE,,REDSPOT CHUB
Nocomis Biguttatus,NOCOMIS BIGUTTATUS,FALSE,,HORNYHEAD CHUB
Notemigonus Crysoleucas,NOTEMIGONUS CRYSOLEUCAS,FALSE,,GOLDEN SHINER
Nothonotus Juliae,NOTHONOTUS JULIAE,FALSE,,YOKE DARTER
Notropis,NOTROPIS,FALSE,,EASTERN SHINER
Notropis Anogenus,NOTROPIS ANOGENUS,FALSE,,PUGNOSE SHINER
Notropis Atherinoides,NOTROPIS ATHERINOIDES,FALSE,,EMERALD SHINER
Notropis Atrocaudalis,NOTROPIS ATROCAUDALIS,FALSE,,BLACKSPOT SHINER
Notropis Bairdi,NOTROPIS BAIRDI,FALSE,,RED RIVER SHINER
Notropis Blennius,NOTROPIS BLENNIUS,FALSE,,RIVER SHINER
Notropis Boops,NOTROPIS BOOPS,FALSE,,BIGEYE SHINER
Notropis Buccatus,NOTROPIS BUCCATUS,FALSE,,SILVERJAW MINNOW
Notropis Buchanani,NOTROPIS BUCHANANI,FALSE,,GHOST SHINER
Notropis Chalybaeus,NOTROPIS CHALYBAEUS,FALSE,,IRONCOLOR SHINER
Notropis Girardi,NOTROPIS GIRARDI,FALSE,,ARKANSAS RIVER SHINER
Notropis Greenei,NOTROPIS GREENEI,FALSE,,WEDGESPOT SHINER
Notropis Heterodon,NOTROPIS HETERODON,FALSE,,BLACKCHIN SHINER
Notropis Heterolepis,NOTROPIS HETEROLEPIS,FALSE,,BLACKNOSE SHINER
Notropis Hudsonius,NOTROPIS HUDSONIUS,FALSE,,SPOTTAIL SHINER
Notropis Maculatus,NOTROPIS MACULATUS,FALSE,,TAILLIGHT SHINER
Notropis Nubilus,NOTROPIS NUBILUS,FALSE,,OZARK MINNOW
Notropis Ortenburgeri,NOTROPIS ORTENBURGERI,FALSE,,KIAMICHI SHINER
Notropis Ozarcanus,NOTROPIS OZARCANUS,FALSE,,OZARK SHINER
Notropis Percobromus,NOTROPIS PERCOBROMUS,FALSE,,CARMINE SHINER
Notropis Potteri,NOTROPIS POTTERI,FALSE,,CHUB SHINER
