TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,LIFE_CYCLE,AirBreather,TOLVAL_IA,FFG_IA,FFGDef_IA,HABIT_IA,HabitDef_IA,THERMAL_INDICATOR,COLD_IA,ColdWaterIndicatorTaxa,HABSTRUCT,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,CommonName,IA_BugTaxaID
COENAGRION/ENALLAGMA,Genus,FALSE,4,4_worse,PR,CB,NA,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,COENAGRION/ENALLAGMA,,Narrowwinged Damselflies,368
ENALLAGMA,Genus,FALSE,4,4_worse,PR,CB,multi,FALSE,8,PR,Predator,cb,Climber,,0,FALSE,RM,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,ENALLAGMA,,Narrowwinged Damselflies,369
AMPHIPODA,Order,FALSE,,,CG,SP,NA,FALSE,,UN,Unidentified,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,,,,,Scuds and sideswimmers,37
CORDULIIDAE,Family,FALSE,4,4_middle,PR,CB,uni,FALSE,5,PR,Predator,cb/sp,Climber/Sprawler,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,,Greeneyed Skimmers,370
MACROMIA ILLINOIENSIS,Species,FALSE,4,4_middle,PR,SP,semi,FALSE,2,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,MACROMIA,ILLINOIENSIS,Greeneyed Skimmers,371
NEUROCORDULIA,Genus,FALSE,4,4_middle,PR,CB,uni,FALSE,5,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,NEUROCORDULIA,,Greeneyed Skimmers,372
NEUROCORDULIA MOLESTA,Species,FALSE,4,4_middle,PR,CB,uni,FALSE,5,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,NEUROCORDULIA,MOLESTA,Greeneyed Skimmers,373
GOMPHIDAE,Family,FALSE,4,4_middle,PR,BU,semi,FALSE,5.3,PR,Predator,bu,Burrower,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,,Clubtail Dragonflies,374
ARIGOMPHUS,Genus,FALSE,4,4_middle,PR,BU,semi,FALSE,6.4,PR,Predator,bu,Burrower,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,ARIGOMPHUS,,Clubtail Dragonflies,375
DROMOGOMPHUS,Genus,FALSE,4,4_better,PR,BU,semi,FALSE,6.3,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,DROMOGOMPHUS,,Clubtail Dragonflies,376
DROMOGOMPHUS SPINOSUS,Species,FALSE,4,4_better,PR,BU,semi,FALSE,6.3,PR,Predator,bu,Burrower,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,DROMOGOMPHUS,SPINOSUS,Clubtail Dragonflies,377
GOMPHUS,Genus,FALSE,4,4_middle,PR,BU,semi,FALSE,5,PR,Predator,UN,Burrower,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,GOMPHUS,,Clubtail Dragonflies,379
GAMMARIDAE,Family,FALSE,4,4_middle,CG,SP,uni,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,GAMMARIDAE,,,,Scuds and sideswimmers,38
OPHIOGOMPHUS,Genus,FALSE,3,,PR,BU,semi,FALSE,1,PR,Predator,bu,Burrower,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,OPHIOGOMPHUS,,Clubtail Dragonflies,380
PROGOMPHUS,Genus,FALSE,4,4_better,PR,BU,uni,FALSE,8.7,PR,Predator,bu,Burrower,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,PROGOMPHUS,,Clubtail Dragonflies,383
PROGOMPHUS OBSCURUS,Species,FALSE,4,4_better,PR,BU,uni,FALSE,8.7,PR,Predator,bu,Burrower,,0,FALSE,NF,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,PROGOMPHUS,OBSCURUS,Clubtail Dragonflies,384
STYLURUS,Genus,FALSE,4,4_middle,"PR,CG","BU,SP",semi,FALSE,4,PR,Predator,sp,Sprawler,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,STYLURUS,,Clubtail Dragonflies,385
LIBELLULIDAE,Family,FALSE,4,4_middle,PR,SP,uni,FALSE,8.3,PR,Predator,sp,Sprawler,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,,Skimmer Dragonflies,386
ERYTHEMIS,Genus,FALSE,4,4_middle,PR,"CB,SP","multi,uni",FALSE,7.7,PR,Predator,cb,Climber,,0,FALSE,RM,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,ERYTHEMIS,,Skimmer Dragonflies,387
ERYTHEMIS SIMPLICICOLLIS,Species,FALSE,4,4_middle,PR,"CB,SP","multi,uni",FALSE,7.7,PR,Predator,cb,Climber,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,ERYTHEMIS,SIMPLICICOLLIS,Skimmer Dragonflies,388
LIBELLULA,Genus,FALSE,4,4_middle,PR,SP,uni,FALSE,9,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,LIBELLULA,,Skimmer Dragonflies,389
GAMMARUS,Genus,FALSE,4,4_middle,CG,SP,uni,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,GAMMARIDAE,,GAMMARUS,,Scuds and sideswimmers,39
LIBELLULA LUCTUOSA,Species,FALSE,4,4_middle,PR,SP,uni,FALSE,9,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,LIBELLULA,LUCTUOSA,Skimmer Dragonflies,390
LIBELLULA PULCHELLA,Species,FALSE,4,4_middle,PR,SP,uni,FALSE,9,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,LIBELLULA,PULCHELLA,Skimmer Dragonflies,391
PANTALA,Genus,FALSE,4,4_middle,PR,SP,uni,FALSE,6.4,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,PANTALA,,Skimmer Dragonflies,392
PANTALA HYMENAEA,Species,FALSE,4,4_middle,PR,SP,uni,FALSE,6.4,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,PANTALA,HYMENAEA,Skimmer Dragonflies,393
PERITHEMIS,Genus,FALSE,4,4_middle,PR,SP,uni,FALSE,10,PR,Predator,sp,Sprawler,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,PERITHEMIS,,Skimmer Dragonflies,394
PLATHEMIS,Genus,FALSE,4,4_middle,PR,SP,NA,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,NF,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,PLATHEMIS,,Skimmer Dragonflies,395
PLATHEMIS LYDIA,Species,FALSE,4,4_middle,PR,SP,NA,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,PLATHEMIS,LYDIA,Skimmer Dragonflies,396
PLECOPTERA,Order,FALSE,,,PR,CN,NA,FALSE,,UN,Unidentified,cn,Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,,,,,Stoneflies,397
CAPNIIDAE,Family,FALSE,3,,SH,SP,uni,FALSE,1,SH,Shredder,sp/cn,Sprawler/Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,CAPNIIDAE,,,,Small Winter Stoneflies,398
ALLOCAPNIA,Genus,FALSE,3,,SH,"SP,CN",uni,FALSE,3,SH,Shredder,sp/cn,Sprawler/Clinger,,0,FALSE,CS,ARTHROPODA,INSECTA,,PLECOPTERA,CAPNIIDAE,,ALLOCAPNIA,,Small Winter Stoneflies,399
ERPOBDELLIDAE,Family,FALSE,4,4_worse,PR,SP,uni,FALSE,8,PA,Parasite,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLIDA,ERPOBDELLIDAE,,,,Leeches,4
GAMMARUS PSEUDOLIMNAEUS,Species,FALSE,4,4_middle,CG,SP,uni,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,GAMMARIDAE,,GAMMARUS,PSEUDOLIMNAEUS,Scuds and sideswimmers,40
NEMOURIDAE,Family,FALSE,3,,SH,"CN,SP",uni,FALSE,2,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,NEMOURIDAE,,,,Nemourid Stoneflies,400
AMPHINEMURA,Genus,FALSE,3,,SH,"SP,CN",uni,FALSE,2,SH,Shredder,UN,Unidentified,,0,FALSE,CS,ARTHROPODA,INSECTA,,PLECOPTERA,NEMOURIDAE,,AMPHINEMURA,,Nemourid Stoneflies,401
PERLIDAE,Genus,FALSE,4,4_better,PR,CN,semi,FALSE,1.6,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,,Common Stoneflies,402
ACRONEURIA,Genus,FALSE,3,,PR,CN,semi,FALSE,0,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,ACRONEURIA,,Common Stoneflies,403
AGNETINA,Genus,FALSE,3,,PR,CN,semi,FALSE,2,PR,Predator,cn,Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,AGNETINA,,Common Stoneflies,404
NEOPERLA,Genus,FALSE,4,4_better,PR,CN,uni,FALSE,3,PR,Predator,cn,Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,NEOPERLA,,Common Stoneflies,407
PARAGNETINA,Genus,FALSE,3,,PR,CN,semi,FALSE,1,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,PARAGNETINA,,Common Stoneflies,408
PERLESTA,Genus,FALSE,4,4_middle,PR,CN,uni,FALSE,5,PR,Predator,cn,Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,PERLESTA,,Common Stoneflies,409
PERLINELLA,Genus,FALSE,3,,PR,CN,uni,FALSE,1,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,PERLINELLA,,Common Stoneflies,410
PERLINELLA DRYMO,Species,FALSE,3,,PR,CN,uni,FALSE,1,PR,Predator,cn,Clinger,,0,FALSE,RM,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,PERLINELLA,DRYMO,Common Stoneflies,411
PERLODIDAE,Family,FALSE,3,,PR,CN,uni,FALSE,3.2,PR,Predator,cn/sp,Clinger/Sprawler,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,,Perlodid Stoneflies,412
ISOPERLA,Genus,FALSE,3,,PR,CN,uni,FALSE,3,PR,Predator,UN,Unidentified,,0,FALSE,CS,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,ISOPERLA,,Perlodid Stoneflies,413
PTERONARCYIDAE,Family,FALSE,4,4_better,SH,CN,semi,FALSE,0,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PTERONARCYIDAE,,,,Giant Stoneflies,414
PTERONARCYS,Genus,FALSE,4,4_better,SH,CN,semi,FALSE,0,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PTERONARCYIDAE,,PTERONARCYS,,Giant Stoneflies,415
TAENIOPTERYGIDAE,Family,FALSE,3,,SH,SP,uni,FALSE,2,SH,Shredder,sp/cn,Sprawler/Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,TAENIOPTERYGIDAE,,,,Winter Stoneflies,416
TAENIOPTERYX,Genus,FALSE,3,,SH,"SP,CN",uni,FALSE,2,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,TAENIOPTERYGIDAE,,TAENIOPTERYX,,Winter Stoneflies,417
TRICHOPTERA,Order,FALSE,,,NA,SP,NA,FALSE,,UN,Unidentified,sp,Sprawler,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,,,,,Caddisflies,418
BRACHYCENTRIDAE,Family,FALSE,4,4_middle,CF,CB,semi,FALSE,1,UN,Unidentified,cn/cb,Clinger/Climber,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,BRACHYCENTRIDAE,,,,Humpless Case Maker Caddisflies,419
HYALELLA,Genus,FALSE,4,4_worse,CG,SP,multi,FALSE,8,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,TALITRIDAE,,HYALELLA,,Scuds and sideswimmers,42
BRACHYCENTRUS,Genus,FALSE,4,4_middle,CF,CN,uni,FALSE,1,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,BRACHYCENTRIDAE,,BRACHYCENTRUS,,Humpless Case Maker Caddisflies,420
BRACHYCENTRUS NUMEROSUS,Species,FALSE,4,4_middle,CF,CN,uni,FALSE,1,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,BRACHYCENTRIDAE,,BRACHYCENTRUS,NUMEROSUS,Humpless Case Maker Caddisflies,421
BRACHYCENTRUS OCCIDENTALIS,Species,FALSE,3,,CF,CN,uni,FALSE,1,CF,Filterer,cn/sp,Clinger/Sprawler,cold,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,BRACHYCENTRIDAE,,BRACHYCENTRUS,OCCIDENTALIS,Humpless Case Maker Caddisflies,422
MICRASEMA GELIDUM,Species,FALSE,,,SH,CN,semi,FALSE,1,SH,Shredder,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,BRACHYCENTRIDAE,,MICRASEMA,GELIDUM,Humpless Case Maker Caddisflies,423
GLOSSOSOMATIDAE,Family,FALSE,3,,SC,CN,uni,FALSE,0,SC,Scraper,cn,Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,GLOSSOSOMATIDAE,,,,Saddlecase Maker Caddisflies,424
GLOSSOSOMA,Genus,FALSE,3,,SC,CN,multi,FALSE,0,SC,Scraper,UN,Unidentified,cold,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,GLOSSOSOMATIDAE,,GLOSSOSOMA,,Saddlecase Maker Caddisflies,425
HELICOPSYCHIDAE,Family,FALSE,4,4_middle,SC,CN,NA,FALSE,3,SC,Scraper,cn,Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HELICOPSYCHIDAE,,,,Snailcase Maker Caddisflies,426
HELICOPSYCHE,Genus,FALSE,4,4_middle,SC,CN,uni,FALSE,3,SC,Scraper,UN,Unidentified,,0,FALSE,CS,ARTHROPODA,INSECTA,,TRICHOPTERA,HELICOPSYCHIDAE,,HELICOPSYCHE,,Snailcase Maker Caddisflies,427
HELICOPSYCHE BOREALIS,Species,FALSE,4,4_middle,SC,CN,uni,FALSE,3,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HELICOPSYCHIDAE,,HELICOPSYCHE,BOREALIS,Snailcase Maker Caddisflies,428
HYDROPSYCHIDAE,Family,FALSE,4,4_middle,CF,CN,uni,FALSE,5.4,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,,Common Netspinner Caddisflies,429
HYALELLA AZTECA,Species,FALSE,4,4_worse,CG,SP,multi,FALSE,8,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,TALITRIDAE,,HYALELLA,AZTECA,Scuds and sideswimmers,43
CERATOPSYCHE,Genus,FALSE,4,4_middle,CF,CN,uni,FALSE,5.2,CF,Filterer,cn,Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CERATOPSYCHE,,Common Netspinner Caddisflies,430
CERATOPSYCHE ALHEDRA,Species,FALSE,4,4_better,CF,CN,uni,FALSE,3,CF,Filterer,UN,Unidentified,cold,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CERATOPSYCHE,ALHEDRA,Common Netspinner Caddisflies,431
CERATOPSYCHE BRONTA,Species,FALSE,4,4_middle,CF,CN,uni,FALSE,5,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CERATOPSYCHE,BRONTA,Common Netspinner Caddisflies,432
CERATOPSYCHE MOROSA,Species,FALSE,4,4_middle,CF,CN,uni,FALSE,6,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CERATOPSYCHE,MOROSA,Common Netspinner Caddisflies,433
CERATOPSYCHE SLOSSONAE,Species,FALSE,3,,CF,CN,uni,FALSE,4,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CERATOPSYCHE,SLOSSONAE,Common Netspinner Caddisflies,434
CHEUMATOPSYCHE,Genus,FALSE,4,4_worse,CF,CN,multi,FALSE,5,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CHEUMATOPSYCHE,,Common Netspinner Caddisflies,435
HYDROPSYCHE,Genus,FALSE,4,4_worse,CF,CN,uni,FALSE,6,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,HYDROPSYCHE,,Common Netspinner Caddisflies,436
HYDROPSYCHE ARINALE,Species,FALSE,4,4_middle,CF,CN,uni,FALSE,5,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,HYDROPSYCHE,ARINALE,Common Netspinner Caddisflies,437
HYDROPSYCHE BETTENI,Species,FALSE,4,4_worse,CF,CN,uni,FALSE,6,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,HYDROPSYCHE,BETTENI,Common Netspinner Caddisflies,438
HYDROPSYCHE BIDENS,Species,FALSE,4,4_middle,CF,CN,uni,FALSE,3,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,HYDROPSYCHE,BIDENS,Common Netspinner Caddisflies,439
DECAPODA,Order,FALSE,,,"SC,SH",SP,NA,FALSE,6,UN,Unidentified,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,,,,,Crayfish and shrimp,44
HYDROPSYCHE DICANTHA,Species,FALSE,4,4_middle,CF,CN,uni,FALSE,2,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,HYDROPSYCHE,DICANTHA,Common Netspinner Caddisflies,440
HYDROPSYCHE PHALERATA,Species,FALSE,4,4_better,CF,CN,uni,FALSE,1,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,HYDROPSYCHE,PHALERATA,Common Netspinner Caddisflies,441
HYDROPSYCHE PLACODA,Species,FALSE,4,4_middle,CF,CN,uni,FALSE,3,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,HYDROPSYCHE,PLACODA,Common Netspinner Caddisflies,442
HYDROPSYCHE SIMULANS,Species,FALSE,4,4_worse,CF,CN,uni,FALSE,7,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,HYDROPSYCHE,SIMULANS,Common Netspinner Caddisflies,443
POTAMYIA,Genus,FALSE,4,4_worse,CF,CN,multi,FALSE,5,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,POTAMYIA,,Common Netspinner Caddisflies,444
POTAMYIA FLAVA,Species,FALSE,4,4_worse,CF,CN,multi,FALSE,5,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,POTAMYIA,FLAVA,Common Netspinner Caddisflies,445
HYDROPTILIDAE,Family,FALSE,4,4_middle,"SC,PH",CB,uni,FALSE,5.9,PI,Piercer,CB,Climber,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,,Micro Caddisflies,446
HYDROPTILA,Genus,FALSE,4,4_middle,"SC,PH",CN,uni,FALSE,6,PI,Piercer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILINAE,HYDROPTILA,,Micro Caddisflies,447
MAYATRICHIA,Genus,FALSE,4,4_middle,SC,CN,uni,FALSE,6,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILINAE,MAYATRICHIA,,Micro Caddisflies,448
MAYATRICHIA AYAMA,Species,FALSE,4,4_middle,SC,CN,uni,FALSE,6,SC,Scraper,cn,Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILINAE,MAYATRICHIA,AYAMA,Micro Caddisflies,449
CAMBARIDAE,Family,FALSE,4,4_middle,CG,SP,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,,,Crayfishes,45
OCHROTRICHIA,Genus,FALSE,4,4_middle,CG,"CN,CB",uni,FALSE,4,CG,Collector/Gatherer,cb,Climber,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILINAE,OCHROTRICHIA,,Micro Caddisflies,450
OXYETHIRA,Genus,FALSE,4,4_middle,CG,"CB,CN",uni,FALSE,3,PI,Piercer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILINAE,OXYETHIRA,,Micro Caddisflies,451
STACTOBIELLA,Genus,FALSE,,,SH,CB,uni,FALSE,2,SH,Shredder,cb/sp,Climber/Sprawler,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILINAE,STACTOBIELLA,,Micro Caddisflies,452
LEPTOCERIDAE,Family,FALSE,4,4_middle,CG,CB,uni,FALSE,4,UN,Unidentified,cb/sw,Climber/Swimmer,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,,Longhorned Case Maker Caddisflies,453
CERACLEA,Genus,FALSE,4,4_middle,CG,"CN,SP",uni,FALSE,3,CG,Collector/Gatherer,cn/sp,Clinger/Sprawler,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,,Longhorned Case Maker Caddisflies,454
LEPTOCERUS,Genus,FALSE,,,SH,SW,"multi,uni",FALSE,4.6,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,LEPTOCERUS,,Longhorned Case Maker Caddisflies,455
NECTOPSYCHE,Genus,FALSE,4,4_middle,SH,"CB,SP",uni,FALSE,3,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,NECTOPSYCHE,,Longhorned Case Maker Caddisflies,456
NECTOPSYCHE CANDIDA,Species,FALSE,4,4_middle,SH,"CB,SP",uni,FALSE,3,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,NECTOPSYCHE,CANDIDA,Longhorned Case Maker Caddisflies,457
NECTOPSYCHE DIARINA,Species,FALSE,4,4_worse,SH,"CB,SP",uni,FALSE,3,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,NECTOPSYCHE,DIARINA,Longhorned Case Maker Caddisflies,458
OECETIS,Genus,FALSE,4,4_middle,PR,"CN,SP",uni,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,,Longhorned Case Maker Caddisflies,459
ORCONECTES,Genus,FALSE,4,4_middle,"CG,SH",SP,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,ORCONECTES,,Crayfishes,46
OECETIS AVARA,Species,FALSE,4,4_middle,PR,"CN,SP",uni,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,AVARA,Longhorned Case Maker Caddisflies,460
OECETIS AVARA/DISJUNCTA,Species,FALSE,4,4_middle,PR,"CN,SP",uni,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,AVARA/DISJUNCTA,Longhorned Case Maker Caddisflies,461
OECETIS DISJUNCTA,Species,FALSE,4,4_middle,PR,"CN,SP",uni,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,DISJUNCTA,Longhorned Case Maker Caddisflies,462
