Taxon_Group,Taxon_orig,NonTarget,Changed,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Other Non-Insect,Hydrobia,FALSE,yes,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea,,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,,,,,,,,,,
Other Non-Insect,Hydrobiidae,FALSE,yes,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea,,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,,,,,,,,,,
Coleoptera,Hydrobius,FALSE,no,,Hydrophilidae,Hydrobius,Hydrobius,Hydrophilidae,113196,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Hydrophilini,,Hydrobius,,,,,
Coleoptera,Hydrochus,FALSE,no,,Hydrophilidae,Hydrochus,Hydrochus,Hydrophilidae,113166,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrochidae,,,,Hydrochus,,,,,
Other Non-Insect,Hydrodroma,FALSE,no,,DNI,Hydrodroma,Trombidiformes,DNI,83225,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrodromidae,,,,Hydrodroma,,,,,
Other Non-Insect,Hydroida,FALSE,yes,,Hydra,Hydra,Hydra,DNI,50845,Animalia,Cnidaria,,Hydrozoa,,Hydroida,Hydrida,,Hydridae,,,,Hydra,,,,,
Plecoptera,Hydroperla,FALSE,yes,,DNI,Perlidae,Perlidae,DNI,102914,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,,,,,,,,,
Coleoptera,Hydrophilidae,FALSE,no,,Hydrophilidae,Hydrophilidae,Hydrophilidae,Hydrophilidae,112811,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,,,,,,,,,
Coleoptera,Hydrophiloidea,FALSE,no,,DNI,Hydrophiloidea,Hydrophiloidea,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,,,,,,,,,,
Coleoptera,Hydroporinae,FALSE,no,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Hydroporini,FALSE,yes,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Hydroporus,FALSE,yes,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Trichoptera,Hydropsyche,FALSE,no,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Trichoptera,Hydropsyche (Hydropsyche),FALSE,yes,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Trichoptera,Hydropsyche californica,FALSE,yes,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Trichoptera,Hydropsyche occidentalis,FALSE,yes,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Trichoptera,Hydropsychidae,FALSE,no,,DNI,Hydropsychidae,Hydropsychidae,DNI,115398,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,,,,,,,,,
Trichoptera,Hydropsychinae,FALSE,yes,,DNI,Hydropsychidae,Hydropsychidae,DNI,115398,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,,,,,,,,,
Trichoptera,Hydropsychoidea,FALSE,no,TOO COARSE,DNI,Hydropsychoidea,Hydropsychoidea,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,,,,,,,,,
Trichoptera,Hydroptila,FALSE,no,,Hydroptila,Hydroptila,Hydroptila,Hydroptila,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Trichoptera,Hydroptila ajax,FALSE,yes,,Hydroptila,Hydroptila,Hydroptila,Hydroptila,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Trichoptera,Hydroptila arctia,FALSE,yes,,Hydroptila,Hydroptila,Hydroptila,Hydroptila,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Trichoptera,Hydroptila consimilis,FALSE,yes,,Hydroptila,Hydroptila,Hydroptila,Hydroptila,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Trichoptera,Hydroptila lenora,FALSE,yes,,Hydroptila,Hydroptila,Hydroptila,Hydroptila,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Trichoptera,Hydroptila rono,FALSE,yes,,Hydroptila,Hydroptila,Hydroptila,Hydroptila,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Trichoptera,Hydroptila xera,FALSE,yes,,Hydroptila,Hydroptila,Hydroptila,Hydroptila,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Trichoptera,Hydroptilidae,FALSE,no,,DNI,Hydroptilidae,Hydroptilidae,DNI,115629,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,,,,,,,,,
Trichoptera,Hydroptilidae sp. AJF#01,FALSE,yes,,DNI,Hydroptilidae,Hydroptilidae,DNI,115629,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,,,,,,,,,
Trichoptera,Hydroptilidae sp. RAI # 0001,FALSE,yes,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,115714,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Ochrotrichiini,,Ochrotrichia,,,,,
Chironomidae,Hydrosmittia,FALSE,no,,DNI,Hydrosmittia,Hydrosmittia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Hydrosmittia,,,,,
Coleoptera,Hydrotrupes palpalis,FALSE,yes,,DNI,Dytiscidae,Dytiscidae,DNI,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Hydrovatus,FALSE,yes,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Other Non-Insect,Hydrovolzia,FALSE,no,,DNI,Hydrovolzia,Trombidiformes,DNI,83119,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrovolziidae,,,,Hydrovolzia,,,,,
Other Non-Insect,Hydrovolziidae,FALSE,no,,DNI,Hydrovolziidae,Trombidiformes,DNI,83118,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrovolziidae,,,,,,,,,
Other Non-Insect,Hydrozoa,FALSE,yes,,Hydra,Hydra,Hydra,DNI,50845,Animalia,Cnidaria,,Hydrozoa,,Hydroida,Hydrida,,Hydridae,,,,Hydra,,,,,
Other Non-Insect,Hydryphantes,FALSE,no,,DNI,Hydryphantes,Trombidiformes,DNI,83213,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Hydryphantes,,,,,
Other Non-Insect,Hydryphantidae,FALSE,no,,DNI,Hydryphantidae,Trombidiformes,DNI,83212,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,,,,,,
Other Non-Insect,Hygrobates,FALSE,no,,Hygrobates,Hygrobates,Trombidiformes,Hygrobates,83297,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Hygrobates,,,,,
Other Non-Insect,Hygrobatidae,FALSE,no,,DNI,Hygrobatidae,Trombidiformes,DNI,83281,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,,,,,,
Coleoptera,Hygrotus,FALSE,yes,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Hygrotus sayi,FALSE,yes,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Hygrotus tumidiventris,FALSE,yes,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Terrestrial,Hymenoptera,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,152741,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,,,,,,,,,,,,
Coleoptera,Ilybiosoma,FALSE,yes,,Agabinae,Agabinae,Agabinae,DNI,728212,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Agabinae,,,,,,,,
Coleoptera,Ilybius,FALSE,yes,,Agabinae,Agabinae,Agabinae,DNI,728212,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Agabinae,,,,,,,,
Coleoptera,Ilybius fraterculus,FALSE,yes,,Agabinae,Agabinae,Agabinae,DNI,728212,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Agabinae,,,,,,,,
Coleoptera,Ilybius quadrimaculatus,FALSE,yes,,Agabinae,Agabinae,Agabinae,DNI,728212,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Agabinae,,,,,,,,
Oligochaeta,Ilyodrilus,FALSE,no,,Tubificinae,Ilyodrilus,Oligochaeta,Tubificinae,68660,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Ilyodrilus,,,,,
Terrestrial,Insecta,TRUE,NonTarget,TOO COARSE,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,,,,,,,,,,,,,,
Trichoptera,Integripalpia,FALSE,no,TOO COARSE,DNI,Integripalpia,Integripalpia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,,,,,,,,,,
Other Non-Insect,Irodes,TRUE,NonTarget,marine?,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,,,,,,,,,,,,,
Ephemeroptera,Ironodes,FALSE,no,,Ironodes,Ironodes,Ironodes,Ironodes,100666,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Ironodes,,,,,
Other Non-Insect,Isaea,TRUE,NonTarget,marine,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Isaeidae,,,,,,,,,
Odonata,Ischnura,FALSE,yes,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI,102077,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,,,,,,
Odonata,Ischnura cervula,FALSE,yes,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI,102077,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,,,,,,
Odonata,Ischnura perparva,FALSE,yes,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI,102077,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,,,,,,
Plecoptera,Isogenoides,FALSE,no,,DNI,Isogenoides,Isogenoides,DNI,103124,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Perlodini,,Isogenoides,,,,,
Ephemeroptera,Isonychia,FALSE,no,,DNI,Isonychia,Isonychia,DNI,101041,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Isonychiidae,,,,Isonychia,,,,,
Ephemeroptera,Isonychia velma,FALSE,yes,,DNI,Isonychia,Isonychia,DNI,101041,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Isonychiidae,,,,Isonychia,,,,,
Plecoptera,Isoperla,FALSE,no,,Isoperla,Isoperla,Isoperla,Isoperla,102995,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Isoperlinae,,,Isoperla,,,,,
Plecoptera,Isoperla fusca,FALSE,yes,,Isoperla,Isoperla,Isoperla,Isoperla,102995,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Isoperlinae,,,Isoperla,,,,,
Plecoptera,Isoperla lata,FALSE,yes,,Isoperla,Isoperla,Isoperla,Isoperla,102995,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Isoperlinae,,,Isoperla,,,,,
Plecoptera,Isoperla petersoni,FALSE,yes,,Isoperla,Isoperla,Isoperla,Isoperla,102995,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Isoperlinae,,,Isoperla,,,,,
Other Non-Insect,Isopoda,FALSE,no,TOO COARSE,DNI,Isopoda,Isopoda,DNI,92120,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,,,,,,,,,,,,
Terrestrial,Isops,TRUE,NonTarget,Sponges excluded,DNI,DNI,DNI,DNI,,Animalia,Porifera,,,,Astrophorida,,,,,,,,,,,,
Ephemeroptera,Iswaeon,FALSE,no,,DNI,Iswaeon,Iswaeon,DNI,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,
Ephemeroptera,Iswaeon anoka,FALSE,yes,,DNI,Iswaeon,Iswaeon,DNI,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,
Other Non-Insect,Juga,FALSE,no,,Juga,Juga,Juga,Juga,71570,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,,Pleuroceridae,,,,Juga,,,,,
Other Non-Insect,Juga (Oreobasis),FALSE,yes,,Juga,Juga,Juga,Juga,71570,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,,Pleuroceridae,,,,Juga,,,,,
Other Non-Insect,Juga bulbosa,FALSE,yes,,Juga,Juga,Juga,Juga,71570,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,,Pleuroceridae,,,,Juga,,,,,
Other Non-Insect,Juga hemphilli,FALSE,yes,,Juga,Juga,Juga,Juga,71570,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,,Pleuroceridae,,,,Juga,,,,,
Other Non-Insect,Juga plicifera,FALSE,yes,,Juga,Juga,Juga,Juga,71570,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,,Pleuroceridae,,,,Juga,,,,,
Other Non-Insect,Juga silicula,FALSE,yes,,Juga,Juga,Juga,Juga,71570,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,,Pleuroceridae,,,,Juga,,,,,
Plecoptera,Kathroperla,FALSE,no,,Kathroperla,Kathroperla,Kathroperla,Kathroperla,103236,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Paraperlinae,,,Kathroperla,,,,,
Plecoptera,Kathroperla perdita,FALSE,yes,,Kathroperla,Kathroperla,Kathroperla,Kathroperla,103236,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Paraperlinae,,,Kathroperla,,,,,
Plecoptera,Kathroperla/Paraperla,FALSE,yes,,DNI,Paraperlinae,Paraperlinae,DNI,609856,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Paraperlinae,,,,,,,,
Chironomidae,Kiefferulus,FALSE,no,,DNI,Kiefferulus,Kiefferulus,DNI,129522,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Kiefferulus,,,,,
Oligochaeta,Kincaidiana,FALSE,no,,Lumbriculidae,Kincaidiana,Oligochaeta,Lumbriculidae,68470,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Kincaidiana,,,,,
Oligochaeta,Kincaidiana hexatheca,FALSE,yes,,Lumbriculidae,Kincaidiana,Oligochaeta,Lumbriculidae,68470,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Kincaidiana,,,,,
Other Non-Insect,Koenikea,FALSE,no,,DNI,Koenikea,Trombidiformes,DNI,83093,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Koenikea,,,,,
Plecoptera,Kogotus,FALSE,yes,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Diploperlini,,Kogotus/Rickera,,,,,
Plecoptera,Kogotus nonus,FALSE,yes,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Diploperlini,,Kogotus/Rickera,,,,,
Plecoptera,Kogotus/Rickera,FALSE,no,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Diploperlini,,Kogotus/Rickera,,,,,
Other Non-Insect,Kongsbergia,FALSE,no,,DNI,Kongsbergia,Trombidiformes,DNI,83000,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Kongsbergia,,,,,
Other Non-Insect,Krendowskia,FALSE,no,,DNI,Krendowskia,Trombidiformes,DNI,83502,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Krendowskiidae,,,,Krendowskia,,,,,
Other Non-Insect,Krendowskiidae,FALSE,no,,DNI,Krendowskiidae,Trombidiformes,DNI,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Krendowskiidae,,,,,,,,,
Chironomidae,Krenopelopia,FALSE,no,,DNI,Krenopelopia,Krenopelopia,DNI,128170,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Krenopelopia,,,,,
Chironomidae,Krenopsectra,FALSE,no,,DNI,Krenopsectra,Krenopsectra,DNI,129889,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Krenopsectra,,,,,
Chironomidae,Krenosmittia,FALSE,no,,Krenosmittia,Krenosmittia,Krenosmittia,Krenosmittia,128771,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Krenosmittia,,,,,
Ephemeroptera,Labiobaetis,FALSE,no,Current Nomenclature,Labiobaetis,Labiobaetis,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Labiobaetis propinquus,FALSE,yes,Current Nomenclature,Labiobaetis,Labiobaetis,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Labiobaetis sonajuventus,FALSE,yes,Current Nomenclature,Labiobaetis,Labiobaetis,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Chironomidae,Labrundinia,FALSE,no,,DNI,Labrundinia,Labrundinia,DNI,128173,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Labrundinia,,,,,
Chironomidae,Labrundinia/Nilotanypus,FALSE,yes,,DNI,Tanypodinae,Tanypodinae,DNI,127994,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,,,,,,,,
Coleoptera,Laccobius,FALSE,no,,Hydrophilidae,Laccobius,Laccobius,Hydrophilidae,112858,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Laccobiini,,Laccobius,,,,,
Coleoptera,Laccophilus,FALSE,no,,DNI,Laccophilus,Laccophilus,DNI,112278,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Laccophilinae,Laccophilini,,Laccophilus,,,,,
Coleoptera,Laccophilus maculosus,FALSE,yes,,DNI,Laccophilus,Laccophilus,DNI,112278,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Laccophilinae,Laccophilini,,Laccophilus,,,,,
Coleoptera,Laccophilus maculosus decipiens,FALSE,yes,,DNI,Laccophilus,Laccophilus,DNI,112278,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Laccophilinae,Laccophilini,,Laccophilus,,,,,
Coleoptera,Lampyridae,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,113835,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Lampyridae,,,,,,,,,
Other Non-Insect,Lanx,FALSE,no,,Lymnaeidae,Lanx,Lanx,Lymnaeidae,76477,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,
Coleoptera,Lara,FALSE,no,,Lara,Lara,Lara,Lara,114137,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Lara,,,,,
Coleoptera,Lara avara,FALSE,yes,,Lara,Lara,Lara,Lara,114137,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Lara,,,,,
Chironomidae,Larsia,FALSE,no,,Larsia,Larsia,Larsia,Larsia,128183,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Larsia,,,,,
Chironomidae,Lauterborniella,FALSE,no,,DNI,Lauterborniella,Lauterborniella,DNI,129525,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Lauterborniella,,,,,
Chironomidae,Lauterborniella agrayloides,FALSE,yes,,DNI,Lauterborniella,Lauterborniella,DNI,129525,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Lauterborniella,,,,,
Other Non-Insect,Laversia,FALSE,no,,DNI,Laversia,Trombidiformes,DNI,82971,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Laversiidae,,,,Laversia,,,,,
Other Non-Insect,Lebertia,FALSE,no,,Lebertia,Lebertia,Trombidiformes,Lebertia,83034,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,Lebertia,,,,,
Other Non-Insect,Lebertiidae,FALSE,no,,DNI,Lebertiidae,Trombidiformes,DNI,83033,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,,,,,,
Trichoptera,Lenarchus,FALSE,yes,,DNI,Limnephilidae,Limnephilidae,DNI,115933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,,,,,,,,,
Other Non-Insect,Lepidonotus,TRUE,NonTarget,Polychaeta excluded,DNI,DNI,DNI,DNI,64599,Animalia,Annelida,,Polychaeta,,,,,,,,,,,,,,
Lepidoptera,Lepidoptera,FALSE,no,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI,117232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,,,,,,,,,,
Trichoptera,Lepidostoma,FALSE,no,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma (Neodinarthrum),FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
