orig_TaxaID,OTU_BCG_MO,ModifiedBCG,Notes
NECTOPSYCHE ALBIDA,NECTOPSYCHE ALBIDA,FALSE,
NECTOPSYCHE CANDIDA,NECTOPSYCHE CANDIDA,FALSE,
NECTOPSYCHE DIARINA,NECTOPSYCHE DIARINA,FALSE,
NECTOPSYCHE EXQUISITA,NECTOPSYCHE EXQUISITA,FALSE,
NECTOPSYCHE PAVIDA,NECTOPSYCHE PAVIDA,FALSE,
NECTOPSYCHE SPILOMA,NECTOPSYCHE SPILOMA,FALSE,
NEMATOMORPHA,NEMATOMORPHA,FALSE,
NEMOTELUS,NEMOTELUS,FALSE,
NEMOURIDAE,NEMOURIDAE,FALSE,
NEOPERLA,NEOPERLA,FALSE,
NEOPHYLAX,NEOPHYLAX,FALSE,
NEOPLASTA,NEOPLASTA,FALSE,
NEOPLEA,NEOPLEA,FALSE,
NEOPORUS,NEOPORUS,FALSE,
NEOTRICHIA,NEOTRICHIA,FALSE,
NEOZAVRELIA,NEOZAVRELIA,FALSE,
NEPA,NEPA,FALSE,
NEURECLIPSIS,NEURECLIPSIS,FALSE,
NEUROCORDULIA,NEUROCORDULIA,FALSE,
NIGRONIA,NIGRONIA,FALSE,
NIGRONIA FASCIATUS,NIGRONIA FASCIATUS,FALSE,
NIGRONIA SERRICORNIS,NIGRONIA SERRICORNIS,FALSE,
NILOTANYPUS,NILOTANYPUS,FALSE,
NILOTHAUMA,NILOTHAUMA,FALSE,
NIXE,NIXE,FALSE,
NOCTUIDAE,NOCTUIDAE,FALSE,
NOTONECTA,NOTONECTA,FALSE,
NOTONECTIDAE,NOTONECTIDAE,FALSE,
NYCTIOPHYLAX,NYCTIOPHYLAX,FALSE,
OCHROTRICHIA,OCHROTRICHIA,FALSE,
OCHTHEBIUS,OCHTHEBIUS,FALSE,
ODONATA,ODONATA,FALSE,
ODONTOMYIA,ODONTOMYIA,FALSE,
OECETIS,OECETIS,FALSE,
OLIGOCHAETA,OLIGOCHAETA,FALSE,
OLIVERIDIA,OLIVERIDIA,FALSE,
OMISUS,OMISUS,FALSE,
OPHIOGOMPHUS,OPHIOGOMPHUS,FALSE,
OPTIOSERVUS,OPTIOSERVUS,FALSE,
OPTIOSERVUS SANDERSONI,OPTIOSERVUS SANDERSONI,FALSE,
OREODYTES,OREODYTES,FALSE,
ORMOSIA,ORMOSIA,FALSE,
ORTHEMIS FERRUGINEA,ORTHEMIS FERRUGINEA,FALSE,
ORTHOCLADIINAE,ORTHOCLADIINAE,FALSE,
ORTHOCLADIUS,ORTHOCLADIUS,FALSE,
ORTHOCLADIUS (EUORTHOCLADIUS),ORTHOCLADIUS (EUORTHOCLADIUS),FALSE,
ORTHOCLADIUS (SYMPOSIOCLADIUS),ORTHOCLADIUS (SYMPOSIOCLADIUS),FALSE,
ORTHOCLADIUS LAMELLATUS,ORTHOCLADIUS LAMELLATUS,FALSE,
ORTHOCLADIUS NIMIDENS,ORTHOCLADIUS NIMIDENS,FALSE,
ORTHOCLADIUS ROBAKI,ORTHOCLADIUS ROBAKI,FALSE,
ORTHOTRICHIA,ORTHOTRICHIA,FALSE,
OXYETHIRA,OXYETHIRA,FALSE,
PACHYDIPLAX LONGIPENNIS,PACHYDIPLAX LONGIPENNIS,FALSE,
PADUNIELLA NEARCTICA,PADUNIELLA NEARCTICA,FALSE,
PAGASTIELLA,PAGASTIELLA,FALSE,
PALAEMONETES KADIAKENSIS,PALAEMONETES KADIAKENSIS,FALSE,
PALMACORIXA,PALMACORIXA,FALSE,
PANTALA,PANTALA,FALSE,
PARABOREOCHLUS,PARABOREOCHLUS,FALSE,
PARACAPNIA,PARACAPNIA,FALSE,
PARACAPNIA ANGULATA,PARACAPNIA ANGULATA,FALSE,
PARACHAETOCLADIUS,PARACHAETOCLADIUS,FALSE,
PARACHIRONOMUS,PARACHIRONOMUS,FALSE,
PARACLADOPELMA,PARACLADOPELMA,FALSE,
PARACLOEODES,PARACLOEODES,FALSE,
PARACLOEODES MINUTUS,PARACLOEODES MINUTUS,FALSE,
PARACRICOTOPUS,PARACRICOTOPUS,FALSE,
PARACYMUS,PARACYMUS,FALSE,
PARADELPHOMYIA,PARADELPHOMYIA,FALSE,
PARAGNETINA,PARAGNETINA,FALSE,
PARAGNETINA MEDIA,PARAGNETINA MEDIA,FALSE,
PARAKIEFFERIELLA,PARAKIEFFERIELLA,FALSE,
PARALAUTERBORNIELLA,PARALAUTERBORNIELLA,FALSE,
PARALEPTOPHLEBIA,PARALEPTOPHLEBIA,FALSE,
PARAMERINA,PARAMERINA,FALSE,
PARAMETRIOCNEMUS,PARAMETRIOCNEMUS,FALSE,
PARANYCTIOPHYLAX,PARANYCTIOPHYLAX,FALSE,
PARAPHAENOCLADIUS,PARAPHAENOCLADIUS,FALSE,
PARAPOYNX,PARAPOYNX,FALSE,
PARATANYTARSUS,PARATANYTARSUS,FALSE,
PARATENDIPES,PARATENDIPES,FALSE,
PEDICIA,PEDICIA,FALSE,
PELOCORIS,PELOCORIS,FALSE,
PELOSCOLEX FEROX,PELOSCOLEX FEROX,FALSE,
PELTODYTES,PELTODYTES,FALSE,
PENTACORA,PENTACORA,FALSE,
PENTAGENIA VITTIGERA,PENTAGENIA VITTIGERA,FALSE,
PENTANEURA,PENTANEURA,FALSE,
PENTANEURA (SPECIES A),PENTANEURA (SPECIES A),FALSE,
PERICOMA,PERICOMA,FALSE,
PERICOMA/TELMATOSCOPUS,PERICOMA/TELMATOSCOPUS,FALSE,
PERITHEMIS,PERITHEMIS,FALSE,
PERLESTA,PERLESTA,FALSE,
PERLIDAE,PERLIDAE,FALSE,
PERLINELLA DRYMO,PERLINELLA DRYMO,FALSE,
PERLINELLA EPHYRE,PERLINELLA EPHYRE,FALSE,
PERLODIDAE,PERLODIDAE,FALSE,
PETROPHILA,PETROPHILA,FALSE,
PHAENOPSECTRA,PHAENOPSECTRA,FALSE,
PHILOPOTAMIDAE,PHILOPOTAMIDAE,FALSE,
PHORIDAE,PHORIDAE,FALSE,
PHRYGANEIDAE,PHRYGANEIDAE,FALSE,
PHYSELLA,PHYSELLA,FALSE,
PILARIA,PILARIA,FALSE,
PISCICOLIDAE,PISCICOLIDAE,FALSE,
PISIDIIDAE,PISIDIIDAE,FALSE,
PISIDIUM,PISIDIUM,FALSE,
PLANARIIDAE,PLANARIIDAE,FALSE,
PLANORBELLA,PLANORBELLA,FALSE,
PLANORBIDAE,PLANORBIDAE,FALSE,
PLANORBULA,PLANORBULA,FALSE,
PLATAMBUS,PLATAMBUS,FALSE,
PLATHEMIS,PLATHEMIS,FALSE,
PLATHEMIS LYDIA,PLATHEMIS LYDIA,FALSE,
PLATYCENTROPUS,PLATYCENTROPUS,FALSE,
PLATYSMITTIA,PLATYSMITTIA,FALSE,
PLATYVELIA,PLATYVELIA,FALSE,
PLAUDITUS,PLAUDITUS,FALSE,
PLECOPTERA,PLECOPTERA,FALSE,
PLEUROCERA,PLEUROCERA,FALSE,
PLEUROCERIDAE,PLEUROCERIDAE,FALSE,
POLYCENTROPODIDAE,POLYCENTROPODIDAE,FALSE,
POLYCENTROPUS,POLYCENTROPUS,FALSE,
POLYEPDILUM TRITUM,POLYPEDILUM TRITUM,TRUE,misspelling
POLYPEDILUM,POLYPEDILUM,FALSE,
POLYPEDILUM AVICEPS,POLYPEDILUM AVICEPS,FALSE,
POLYPEDILUM BECKAE,POLYPEDILUM BECKAE,FALSE,
POLYPEDILUM CONVICTUM GROUP,POLYPEDILUM CONVICTUM GROUP,FALSE,
POLYPEDILUM FALLAX GROUP,POLYPEDILUM FALLAX GROUP,FALSE,
POLYPEDILUM FALLAX GRP,POLYPEDILUM FALLAX GROUP,TRUE,naming scheme (group)
POLYPEDILUM FLAVUM,POLYPEDILUM FLAVUM,FALSE,
POLYPEDILUM HALTERALE GROUP,POLYPEDILUM HALTERALE GROUP,FALSE,
POLYPEDILUM HALTERALE GRP,POLYPEDILUM HALTERALE GROUP,TRUE,naming scheme (group)
POLYPEDILUM ILLINOENSE GROUP,POLYPEDILUM ILLINOENSE GROUP,FALSE,
POLYPEDILUM ILLINOENSE GRP,POLYPEDILUM ILLINOENSE GROUP,TRUE,naming scheme (group)
POLYPEDILUM LAETUM,POLYPEDILUM LAETUM,FALSE,
POLYPEDILUM ONTARIO,POLYPEDILUM ONTARIO,FALSE,
POLYPEDILUM SCALAENUM GROUP,POLYPEDILUM SCALAENUM GROUP,FALSE,
POLYPEDILUM SCALAENUM GRP,POLYPEDILUM SCALAENUM GROUP,TRUE,naming scheme (group)
POLYPEDILUM TRIGONUM,POLYPEDILUM TRIGONUM,FALSE,
POLYPEDILUM TRITUM,POLYPEDILUM TRITUM,FALSE,
POMATIOPSIS LAPIDARIA,POMATIOPSIS LAPIDARIA,FALSE,
POTAMANTHIDAE,POTAMANTHIDAE,FALSE,
POTAMOTHRIX,POTAMOTHRIX,FALSE,
POTAMOTHRIX BAVARICUS,POTAMOTHRIX BAVARICUS,FALSE,
POTAMYIA FLAVA,POTAMYIA FLAVA,FALSE,
POTTHASTIA,POTTHASTIA,FALSE,
PRIONOCERA,PRIONOCERA,FALSE,
PROCAMBARUS,PROCAMBARUS,FALSE,
PROCAMBARUS ACUTUS,PROCAMBARUS ACUTUS,FALSE,
PROCAMBARUS GRACILIS,PROCAMBARUS GRACILIS,FALSE,
PROCLADIUS,PROCLADIUS,FALSE,
PROCLOEON,PROCLOEON,FALSE,
PROGOMPHUS,PROGOMPHUS,FALSE,
PROGOMPHUS OBSCURUS,PROGOMPHUS OBSCURUS,FALSE,
PROSIMULIUM,PROSIMULIUM,FALSE,
PROSTOIA,PROSTOIA,FALSE,
PROTOPLASA FITCHII,PROTOPLASA FITCHII,FALSE,
PROTOPTILA,PROTOPTILA,FALSE,
PSECTROCLADIUS,PSECTROCLADIUS,FALSE,
PSECTROTANYPUS,PSECTROTANYPUS,FALSE,
PSEPHENUS HERRICKI,PSEPHENUS HERRICKI,FALSE,
PSEUDOCENTROPTILOIDES,PSEUDOCENTROPTILOIDES,FALSE,
PSEUDOCHIRONOMUS,PSEUDOCHIRONOMUS,FALSE,
PSEUDOCLOEON,PSEUDOCLOEON,FALSE,
PSEUDODIAMESA,PSEUDODIAMESA,FALSE,
PSEUDOLIMNOPHILA,PSEUDOLIMNOPHILA,FALSE,
PSEUDORTHOCLADIUS,PSEUDORTHOCLADIUS,FALSE,
PSEUDOSMITTIA,PSEUDOSMITTIA,FALSE,
PSEUDOSUCCINEA,PSEUDOSUCCINEA,FALSE,
PSILOMETRIOCNEMUS,PSILOMETRIOCNEMUS,FALSE,
PSYCHODA,PSYCHODA,FALSE,
PSYCHODIDAE,PSYCHODIDAE,FALSE,
PSYCHOMYIA,PSYCHOMYIA,FALSE,
PSYCHOMYIIDAE,PSYCHOMYIIDAE,FALSE,
PTERONARCYIDAE,PTERONARCYIDAE,FALSE,
PTERONARCYS PICTETII,PTERONARCYS PICTETII,FALSE,
PTILOSTOMIS,PTILOSTOMIS,FALSE,
PTYCHOPTERA,PTYCHOPTERA,FALSE,
PYCNOPSYCHE,PYCNOPSYCHE,FALSE,
PYRALIDAE,PYRALIDAE,FALSE,
QUISTADRILUS MULTISETOSUS,QUISTRADRILUS MULTISETOSUS,TRUE,misspelling
QUISTRADRILUS MULTISETOSUS,QUISTRADRILUS MULTISETOSUS,FALSE,
RANATRA,RANATRA,FALSE,
RANATRA BUENOI,RANATRA BUENOI,FALSE,
RANATRA FUSCA,RANATRA FUSCA,FALSE,
RANATRA KIRKALDYI,RANATRA KIRKALDYI,FALSE,
RANATRA NIGRA,RANATRA NIGRA,FALSE,
RHABDOMASTIX,RHABDOMASTIX,FALSE,
RHAGOVELIA,RHAGOVELIA,FALSE,
RHAMPHOMYIA,RHAMPHOMYIA,FALSE,
RHANTUS,RHANTUS,FALSE,
RHEOCRICOTOPUS,RHEOCRICOTOPUS,FALSE,
RHEOSMITTIA,RHEOSMITTIA,FALSE,
RHEOTANYTARSUS,RHEOTANYTARSUS,FALSE,
RHEUMATOBATES,RHEUMATOBATES,FALSE,
RHITHROGENA,RHITHROGENA,FALSE,
RHYACOPHILA,RHYACOPHILA,FALSE,
RHYACOPHILIDAE,RHYACOPHILIDAE,FALSE,
ROBACKIA,ROBACKIA,FALSE,
SAETHERIA,SAETHERIA,FALSE,
SALDIDAE,SALDIDAE,FALSE,
SALPINGIDAE,SALPINGIDAE,FALSE,
SCATHOPHAGIDAE,SCATHOPHAGIDAE,FALSE,
SCATOPHAGIDAE,SCATHOPHAGIDAE,TRUE,misspelling
SCELIONIDAE,SCELIONIDAE,FALSE,
SCIARIDAE,SCIARIDAE,FALSE,
SCIOMYZIDAE,SCIOMYZIDAE,FALSE,
SCIRTES,SCIRTES,FALSE,
SCIRTIDAE,SCIRTIDAE,FALSE,
SERRATELLA,SERRATELLA,FALSE,
SERRATELLA FRISONI,SERRATELLA FRISONI,FALSE,
SERRATELLA SERRATOIDES,SERRATELLA SERRATOIDES,FALSE,
SETODES,SETODES,FALSE,
SHIPSA ROTUNDA,SHIPSA ROTUNDA,FALSE,
SIALIDAE,SIALIDAE,FALSE,
SIALIS,SIALIS,FALSE,
SIGARA,SIGARA,FALSE,
SILVIUS,SILVIUS,FALSE,
SIMULIIDAE,SIMULIIDAE,FALSE,
SIMULIUM,SIMULIUM,FALSE,
SIPHLONURIDAE,SIPHLONURIDAE,FALSE,
SIPHLONURUS,SIPHLONURUS,FALSE,
SISYRA,SISYRA,FALSE,
SISYRIDAE,SISYRIDAE,FALSE,
SMITTIA,SMITTIA,FALSE,
SOMATOCHLORA,SOMATOCHLORA,FALSE,
SPARBARUS,SPARBARUS,FALSE,
SPERCHOPSIS,SPERCHOPSIS,FALSE,
SPHAERIUM (PISIDIIDAE),SPHAERIUM (PISIDIIDAE),FALSE,
SPIROSPERMA,SPIROSPERMA,FALSE,
STAGNICOLA,STAGNICOLA,FALSE,
STEGOPTERNA,STEGOPTERNA,FALSE,
STEINOVELIA,STEINOVELIA,FALSE,
STELECHOMYIA,KRIBIODORUM PERPULCHRUM,TRUE,nomenclature change
STEMPELLINA,STEMPELLINA,FALSE,
STEMPELLINELLA,STEMPELLINELLA,FALSE,
STENACRON,STENACRON,FALSE,
STENELMIS,STENELMIS,FALSE,
STENELMIS SEXLINEATA,STENELMIS SEXLINEATA,FALSE,
STENLEMIS,STENELMIS,TRUE,misspelling
STENOCHIRONOMUS,STENOCHIRONOMUS,FALSE,
STENONEMA FEMORATUM,STENONEMA FEMORATUM,FALSE,
STICTOCHIRONOMUS,STICTOCHIRONOMUS,FALSE,
STILOCLADIUS,STILOCLADIUS,FALSE,
STRATIOMYIDAE,STRATIOMYIDAE,FALSE,
STRATIOMYS,STRATIOMYS,FALSE,
STROPHOPTERYX,STROPHOPTERYX,FALSE,
STROPHOPTERYX CUCULLATA,STROPHOPTERYX CUCULLATA,FALSE,
STROPHOPTERYX FASCIATA,STROPHOPTERYX FASCIATA,FALSE,
STYGOBROMUS,STYGOBROMUS,FALSE,
STYLOGOMPHUS ALBISTYLUS,STYLOGOMPHUS ALBISTYLUS,FALSE,
STYLURUS,STYLURUS,FALSE,
SUBLETTEA,SUBLETTEA,FALSE,
SUPHISELLUS,SUPHISELLUS,FALSE,
SYMPETRUM,SYMPETRUM,FALSE,
SYMPOTTHASTIA,SYMPOTTHASTIA,FALSE,
SYNORTHOCLADIUS,SYNORTHOCLADIUS,FALSE,
SYRPHIDAE,SYRPHIDAE,FALSE,
TABANIDAE,TABANIDAE,FALSE,
TABANUS,TABANUS,FALSE,
TABANUS/WHITNEOMYIA/ATYLOTUS,TABANUS/WHITNEOMYIA/ATYLOTUS,FALSE,
TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,FALSE,
TAENIOPTERYX,TAENIOPTERYX,FALSE,
TAENIOPTERYX BURKSI,TAENIOPTERYX BURKSI,FALSE,
TANYDERIDAE,TANYDERIDAE,FALSE,
TANYPODINAE,TANYPODINAE,FALSE,
TANYPUS,TANYPUS,FALSE,
TANYTARSUS,TANYTARSUS,FALSE,
TASSERKIDRILUS SUPERIORENSIS,TASSERKIDRILUS SUPERIORENSIS,FALSE,
TELEBASIS,TELEBASIS,FALSE,
TELMATOSCOPUS,TELMATOSCOPUS,FALSE,
TELOGANOPSIS DEFICIENS,TELOGANOPSIS DEFICIENS,FALSE,
TELOPELOPIA,TELOPELOPIA,FALSE,
TETRAGONEURIA,TETRAGONEURIA,FALSE,
THERMONECTUS,THERMONECTUS,FALSE,
THIENEMANNIELLA,THIENEMANNIELLA,FALSE,
THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,FALSE,
THIENEMANNIMYIA GRP.,THIENEMANNIMYIA GROUP,TRUE,naming scheme (group)
THIENEMANNIMYIA GRP,THIENEMANNIMYIA GROUP,TRUE,naming scheme (group)
TIPULA,TIPULA,FALSE,
TIPULIDAE,TIPULIDAE,FALSE,
TOKUNAGAIA,TOKUNAGAIA,FALSE,
TRAMEA,TRAMEA,FALSE,
TREPOBATES,TREPOBATES,FALSE,
TRIAENODES,TRIAENODES,FALSE,
TRIBELOS,TRIBELOS,FALSE,
TRICHOCLINOCERA,TRICHOCLINOCERA,FALSE,
TRICHOCORIXA,TRICHOCORIXA,FALSE,
TRICHOPTERA,TRICHOPTERA,FALSE,
TRICORYTHODES,TRICORYTHODES,FALSE,
TRISSOPELOPIA,TRISSOPELOPIA,FALSE,
TROPISTERNUS,TROPISTERNUS,FALSE,
TUBIFEX TUBIFEX,TUBIFEX TUBIFEX,FALSE,
TUBIFICIDAE,TUBIFICIDAE,FALSE,
TUBIFICINAE,TUBIFICINAE,FALSE,
TVETENIA,TVETENIA,FALSE,
TVETENIA BAVARICA GROUP,TVETENIA BAVARICA GROUP,FALSE,
TVETENIA BAVARICA GRP,TVETENIA BAVARICA GROUP,TRUE,naming scheme (group)
TVETENIA VITRACIES,TVETENIA VITRACIES,FALSE,
UENOIDAE,UENOIDAE,FALSE,
UNDESCRIBED EMPIDIDAE,EMPIDIDAE,TRUE,naming scheme
UNIONIDAE,UNIONIDAE,FALSE,
URANOTAENIA,URANOTAENIA,FALSE,
UVARUS,UVARUS,FALSE,
VARICHAETADRILUS ANGUSTIPENIS,VARICHAETADRILUS ANGUSTIPENIS,FALSE,
VELIIDAE,VELIIDAE,FALSE,
VIVIPARUS,VIVIPARUS,FALSE,
WORMALDIA,WORMALDIA,FALSE,
XENOCHIRONOMUS,XENOCHIRONOMUS,FALSE,
XESTOCHIRONOMUS,XESTOCHIRONOMUS,FALSE,
XYLOTOPUS,XYLOTOPUS,FALSE,
ZAVRELIA,ZAVRELIA,FALSE,
ZAVRELIELLA,ZAVRELIELLA,FALSE,
ZAVRELIMYIA,ZAVRELIMYIA,FALSE,
ZAVRELIMYIA (PARAMERINA),ZAVRELIMYIA (PARAMERINA),FALSE,
ZEALEUCTRA,ZEALEUCTRA,FALSE,
ZYGOPTERA,ZYGOPTERA,FALSE,
