Taxon_Group,Taxon,NonTarget,BCG_attr,BCG_PredContScore,BCG_attr2,FFG,Habit,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TolVal2,TolVal,Air,FSBI_2012,Hemoglobin,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Acari,Hydrovolzia,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,11,NA,,,,83119,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrovolziidae,,,,Hydrovolzia,,,,,
Acari,Hydrovolziidae,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,11,NA,F,,F,83118,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrovolziidae,,,,,,,,,
Acari,Hydryphantes,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,83213,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Hydryphantes,,,,,
Acari,Hydryphantidae,FALSE,2,3.040165186,,"PR,PA",UN,uni,GENE,TRUE,FALSE,cool,Cool,,15.48934552,20.33,,,11,NA,,,,83212,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,,,,,,
Acari,Hygrobates,FALSE,4,3.922098637,,"PR,PA",UN,uni,GENE,,FALSE,warm,Warm,,19.30391955,23.838,,,11,8,,,,83297,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Hygrobates,,,,,
Acari,Hygrobatidae,FALSE,UN,3.916086435,,"PR,PA",UN,uni,GENE,,FALSE,,Eurythermal,,18.77171394,22.776,,yes,11,8,,,,83281,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,,,,,,
Acari,Koenikea,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,83093,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Koenikea,,,,,
Acari,Kongsbergia,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,NA,,,,83000,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Kongsbergia,,,,,
Acari,Krendowskia,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,,,,,,,NA,,,,83502,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Krendowskiidae,,,,Krendowskia,,,,,
Acari,Krendowskiidae,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Krendowskiidae,,,,,,,,,
Acari,Laversia,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,NA,,,,82971,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Laversiidae,,,,Laversia,,,,,
Acari,Lebertia,FALSE,4,4.031443596,,"PR,PA",UN,uni,GENE,,FALSE,eurythermal,Eurythermal,,18.2091266,22.072,,,11,8,,,,83034,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,Lebertia,,,,,
Acari,Lebertiidae,FALSE,UN,4.084753036,,"PR,PA",UN,uni,GENE,,FALSE,,Eurythermal,,18.02639351,21.95,,yes,11,5,,,,83033,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,,,,,,
Acari,Limnesia,FALSE,4,3.843703508,,"PR,PA",UN,uni,GENE,,FALSE,warm,Warm,,20.12441661,24.365,,,,NA,,,,83051,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Limnesia,,,,,
Acari,Limnesiidae,FALSE,UN,3.662541389,,"PR,PA",SW,uni,GENE,,FALSE,warm,Warm,,20.08907404,24.26,,,11,NA,,,,83050,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,,,,,,
Acari,Limnochares,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,83146,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnocharidae,,,,Limnochares,,,,,
Acari,Ljania,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,NA,,,,83449,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Ljania,,,,,
Acari,Meramecia,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Meramecia,,,,,
Acari,Mesobates,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,,NA,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,Hygrobatinae,,,Mesobates,,,,,
Acari,Midea,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,83466,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideidae,,,,Midea,,,,,
Acari,Mideopsidae,FALSE,UN,3.371524811,,"PR,PA",UN,uni,GENE,,FALSE,eurythermal,Eurythermal,,18.80123845,22.256,,,11,NA,,,,83476,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,,,,,,
Acari,Mideopsis,FALSE,3,3.393805742,,"PR,PA",UN,uni,GENE,,FALSE,eurythermal,Eurythermal,,18.89205312,22.35,,,11,NA,,,,83479,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,Mideopsis,,,,,
Acari,Momonia,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,,,,,,,NA,,,,83474,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,Momonia,,,,,
Acari,Momoniidae,FALSE,2,,,"PR,PA",UN,uni,GENE,,FALSE,,,Less30,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,,,,,,
Acari,Monatractides,FALSE,4,3.698144436,,"PR,PA",UN,uni,GENE,,FALSE,cool,Cool,,17.83620003,21.802,,,,NA,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Monatractides,,,,,
Acari,Najadicola,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,83101,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Najadicola,,,,,
Acari,Nautarachna,FALSE,3,3.134809971,,"PR,PA",UN,uni,GENE,TRUE,FALSE,cool,Cool,,17.68310724,20.017,,,,8,,,,83326,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nautarachnidae,,,,Nautarachna,,,,,
Acari,Neoacarus,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,NA,,,,82859,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Neoacaridae,,,,Neoacarus,,,,,
Acari,Neobrachypoda,FALSE,2,,,"PR,PA",UN,uni,LENT,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Neobrachypoda,,,,,
Acari,Neomamersa,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Neomamersa,,,,,
Acari,Neomideopsis,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nudomideopsidae,,,,Neomideopsis,,,,,
Acari,Neumania,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,83103,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Neumania,,,,,
Acari,Notopanisus,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Notopanisus,,,,,
Acari,Nudomideopsidae,FALSE,2,,,"PR,PA",UN,uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nudomideopsidae,,,,,,,,,
Acari,Ocybrachypoda,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,11,NA,F,,F,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Ocybrachypoda,,,,,
Acari,Oregonacarus,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,NA,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Oregonacarus,,,,,
Acari,Oribatida,FALSE,UN,3.902599335,,"PR,PA",UN,uni,NA,,FALSE,,Cool,,16.82437888,20.42,,yes,,NA,,,,733326,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Sarcoptiformes,Oribatida,,,,,,,,,,,
Acari,Oxus,FALSE,3,3.380618572,,"PR,PA",UN,uni,GENE,TRUE,FALSE,cool,Cool,,17.07003671,20.55,,,,NA,,,,83244,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,Oxus,,,,,
Acari,Panisopsis,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,895838,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Panisopsis,,,,,
Acari,Panisus,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,,NA,,,,895807,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Panisus,,,,,
Acari,Paramideopsis,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,NA,,,,83494,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nudomideopsidae,,,,Paramideopsis,,,,,
Acari,Parathyas,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Parathyas,,,,,
Acari,Partnunia,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,,NA,,,,895799,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Protziidae,,,,Partnunia,,,,,
Acari,Piona,FALSE,4,,,"PR,PA",UN,uni,GENE,,FALSE,,,Less30,,,,,,NA,,,,83350,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Piona,,,,,
Acari,Pionacercus,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,83400,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Pionacercus,,,,,
Acari,Pionidae,FALSE,UN,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,11,NA,,,,83330,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,,,,,,
Acari,Platyhydracarus,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,,NA,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Athienemanniidae,,,,Platyhydracarus,,,,,
Acari,Protolimnesia,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Protolimnesia,,,,,
Acari,Protzia,FALSE,3,3.052858353,,"PR,PA",UN,uni,LOTI,,FALSE,cool,Cool,,15.38599679,20.408,,,11,NA,,,,83170,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Protzia,,,,,
Acari,Pseudofeltria,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,,NA,,,,83410,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Pseudofeltria,,,,,
Acari,Sperchon,FALSE,4,3.879582882,,"PR,PA",UN,uni,GENE,,FALSE,eurythermal,Eurythermal,,18.16255385,22.982,,,11,NA,,,,83006,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,Sperchon,,,,,
Acari,Sperchonopsis,FALSE,4,3.838467836,,"PR,PA",UN,uni,GENE,,FALSE,cool,Cool,,17.65800651,21.492,,,11,NA,U,,U,83029,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,Sperchonopsis,,,,,
Acari,Sperchontidae,FALSE,4,3.928666592,,"PR,PA",UN,uni,GENE,,FALSE,,Eurythermal,,17.79357287,22.264,,yes,11,NA,,,,895710,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,,,,,,
Acari,Stygomomonia,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,,NA,,,,83471,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,Stygomomonia,,,,,
Acari,Stygothrombiidae,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,,,,,,
Acari,Stygothrombium,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,,NA,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,Stygothrombium,,,,,
Acari,Tartarothyas,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,,NA,,,,895797,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Tartarothyas,,,,,
