FinalID,NonTarget,Rank,FFG,FeedingGroupsCode,FeedGrpWt,HABIT,HABIT_MPCA,TolVal,TolVal2,LongLived,BCG_Attr_GP,BCG_Attr_RR,BCG_Cool_8,BCG_Cold_9,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,BenTaxaID,TSN,ParTSN
Homoeoneuria,FALSE,Genus,CF,cf,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Oligoneuriidae,,,Homoeoneuria,,,662,101036,101029
Hudsonimyia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Hudsonimyia,,,574,128167,128078
Hyalella,FALSE,Genus,CG,cg,,SP,spra,7.304259091,21.43123319,FALSE,4,4,5,5,Arthropoda,Crustacea,Malacostraca,,Amphipoda,Gammaridea,Hyalellidae,,,Hyalella,,,1285,94025,94022
Hyalellidae,FALSE,Family,CG,cg,,,,,21.43123319,FALSE,,,,,Arthropoda,,Crustacea,,Amphipoda,Gammaridea,Hyalellidae,,,,,,1815,94022,93295
Hybomitra,FALSE,Genus,PR,pr,PredP,SP,spra,,,FALSE,,,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Tabanidae,Tabaninae,Tabanini,Hybomitra,,,311,131321,131318
Hydaticus,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Hydaticini,Hydaticus,,,138,112172,111963
Hydatophylax,FALSE,Genus,SH,sh,,SP,spra,,19.43734505,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Limnephilinae,Stenophylacini,Hydatophylax,,,1202,115995,568769
Hydraena,FALSE,Genus,PR,pr,,CN,clng,4.410271875,20.0255324,FALSE,4,3,3,3,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydraenidae,,,Hydraena,,,241,112757,112756
Hydraenidae,FALSE,Family,PR,pr,,CN,clng,,20.14981558,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydraenidae,,,,,,167,112756,112752
Hydrellia,FALSE,Genus,CG,cg,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,Hydrelliinae,Hydrelliini,Hydrellia,,,290,147117,147116
Hydridae,FALSE,Family,PR,pr,,,,,21.03488676,FALSE,,,,,Cnidaria,,Hydrozoa,,Hydroida,Hydrida,Hydridae,,,,,,1309,50844,50840
Hydrobaenus,FALSE,Genus,SC,sc,,SP,spra,,20.68777851,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Hydrobaenus,,,504,128750,128457
Hydrobiidae,FALSE,Family,SC,sc,,CB,clim,4.555870501,20.80639727,FALSE,3,3,4,4,Mollusca,,Gastropoda,,Neotaenioglossa,,Hydrobiidae,,,,,,1379,70493,566851
Hydrobiomorpha,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Hydrobiomorpha,,,249,113244,112811
Hydrobius,FALSE,Genus,PR,pr,PredP,CB,clim,,20.55949039,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Hydrobius,,,169,113196,112811
Hydrocanthus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Noteridae,Noterinae,,Hydrocanthus,,,170,112623,112606
Hydrochara,FALSE,Genus,CG,cg,PredP,SW,swim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Hydrochara,,,1711,113190,722233
Hydrochidae,FALSE,Family,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Hydrochidae,,,,,,1816,722226,112752
Hydrochus,FALSE,Genus,SH,sh,PredP,CB,clim,9.248062725,21.90668032,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,,Hydrochidae,,,Hydrochus,,,168,113166,112811
Hydrocolus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Hydrocolus,,,139,728250,728229
Hydrometra,FALSE,Genus,PR,pr,PredP,SK,skat,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Hydrometridae,Hydrometrinae,,Hydrometra,,,834,103939,103938
Hydrometridae,FALSE,Family,PR,pr,PredP,SK,skat,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Hydrometridae,,,,,,1817,103938,676831
Hydrophilidae,FALSE,Family,PR,pr,PredP,SW,swim,8.49684355,20.62350875,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,,,,,,243,112811,112752
Hydrophilus,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Hydrophilus,,,1712,113204,722233
Hydroporinae,FALSE,Subfamily,PR,pr,PredP,SW,swim,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,,,,,152,678402,111963
Hydroporini,FALSE,Tribe,,,,,,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,,,,151,728229,678402
Hydroporus,FALSE,Genus,PR,pr,PredP,SW,swim,,19.81639374,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Hydroporus,,,140,112390,111963
Hydroporus/Hygrotus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,,,Hydroporus/Hygrotus,,,142,,
Hydropsyche,FALSE,Genus,CF,cf,,CN,clng,7.808931183,21.21210799,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,,,1087,115453,115398
Hydropsychidae,FALSE,Family,CF,cf,,CN,clng,7.553041081,20.25969603,FALSE,4,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,,,,,,1053,115398,115095
Hydropsychinae,FALSE,Subfamily,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,,,,1062,598191,115398
Hydroptila,FALSE,Genus,MH,hb,,CN,clng,7.576567884,20.6501603,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Hydroptilini,Hydroptila,,,1253,115641,115629
Hydroptilidae,FALSE,Family,MH,hb,,CB,clim,6.466456361,20.6912777,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,,,,,,1244,115629,115095
Hydrosmittia,FALSE,Genus,CG,cg,,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,Hydrosmittia,,,,,
Hydrovatus,FALSE,Genus,PR,pr,PredP,SW,swim,8,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,,,Hydrovatus,,,,,
Hydrozoa,FALSE,Class,PR,pr,,,,,,FALSE,,,,,Cnidaria,Medusozoa,Hydrozoa,,,,,,,,,,,,
Hygrotus,FALSE,Genus,PR,pr,PredP,SW,swim,10,21.70950593,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hygrotini,Hygrotus,,,143,112200,111963
Hylogomphus,FALSE,Genus,PR,pr,PredE,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Gomphus,,,933,101791,101664
Hymenoptera,FALSE,Order,PR,pr,,,,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,,,,,,,,1714,152741,563890
Hyporhygma,FALSE,Genus,CG,cg,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Hyporhygma,,,368,129520,129229
Ilybiosoma,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Agabinae,Agabini,Ilybiosoma,,,1781,728239,728216
Ilybius,FALSE,Genus,PR,pr,PredP,SW,swim,5.078972559,18.78873487,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Agabinae,Agabini,Ilybius,,,144,112181,111963
Ironoquia,FALSE,Genus,SH,sh,,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Dicosmoecinae,,Ironoquia,,,1198,116382,568759
Ischnura,FALSE,Genus,PR,pr,PredE,CB,clim,,21.56304261,FALSE,5,5,,,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,Ischnura,,,971,102078,102077
Isogenoides,FALSE,Genus,PR,pr,,CN,clng,,,FALSE,3,3,2,2,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Perlodinae,Perlodini,Isogenoides,,,1043,103124,102994
Isonychia,FALSE,Genus,CF,cf,,SW,swim,8.468055928,21.4384891,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Isonychiidae,,,Isonychia,,,826,101041,101029
Isonychiidae,FALSE,Family,CF,cf,,SW,swim,,21.4384891,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Isonychiidae,,,,,,1818,609506,609501
Isoperla,FALSE,Genus,PR,pr,,CN,clng,4.174121156,18.90148629,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Isoperlinae,,Isoperla,,,1033,102995,102994
Isoperla/Clioperla,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,,,Isoperla/Clioperla,,,1035,,
Isopoda,FALSE,Order,CG,cg,,,,,,FALSE,,,,,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,,,,,,,,1301,92120,89802
Iswaeon,FALSE,Genus,SC,sc,,SW,swim,,21.29293319,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Iswaeon,,,,,
Ithytrichia,FALSE,Genus,PR,pr,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Orthotrichiini,Ithytrichia,,,1262,115823,115629
Kiefferulus,FALSE,Genus,CG,cg,,BU,burr,,,FALSE,5,5,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Kiefferulus,,,369,129522,129229
Kloosia,FALSE,Genus,CG,cg,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Kloosia,,,347,,
Kloosia/Harnischia,FALSE,Genus,CG,cg,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Kloosia/Harnischia,,,1715,129516,
Krenopelopia,FALSE,Genus,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Krenopelopia,,,575,128170,128078
Krenopsectra/Micropsectra,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Krenopsectra/Micropsectra,,,427,,
Krenosmittia,FALSE,Genus,CG,cg,,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Krenosmittia,,,505,128771,128457
Kribiodorum,FALSE,Genus,CG,cg,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Kribiodorum,,,,,
Labiobaetis,FALSE,Genus,CG,cg,,SW,swim,6,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Labiobaetis,,,773,568552,100755
Labrundinia,FALSE,Genus,PR,pr,PredE,SP,spra,9.876217393,20.36632839,FALSE,4,5,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Labrundinia,,,576,128173,128078
Labrundinia/Nilotanypus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Labrundinia/Nilotanypus,,,577,,
Laccobius,FALSE,Genus,MH,hb,PredP,,,,20.3157151,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Laccobiini,Laccobius,,,250,112858,112811
Laccophilus,FALSE,Genus,PR,pr,PredP,SW,swim,8.877882381,24.07862695,FALSE,4,4,4,4,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Laccophilinae,Laccophilini,Laccophilus,,,145,112278,111963
Lachlania,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Oligoneuriidae,,,Lachlania,,,663,101030,101029
Lacunicambarus,FALSE,Genus,CG,cg,,,,,,FALSE,,,,,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Cambaridae,Cambarinae,,Lacunicambarus,,,1845,1133555,97336
Laevapex,FALSE,Genus,SC,sc,,CB,clim,,,FALSE,,,,,Mollusca,,Gastropoda,,Basommatophora,,Ancylidae,,,Laevapex,,,1340,76576,76568
Lampsilis,FALSE,Genus,CF,cf,,BU,burr,,,FALSE,,,,,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,Unionidae,,,Lampsilis,,,1331,79986,79913
Lampyridae,FALSE,Family,,,,,,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Lampyridae,,,,,,1716,113835,113877
Lanthus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Lanthus,,,936,101766,101664
Larsia,FALSE,Genus,PR,pr,PredE,SP,spra,,21.97622052,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Larsia,,,578,128183,128078
Lasiodiamesa,FALSE,Genus,"CG,SC","cg,sc",,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,,,Lasiodiamesa,,,,,
Lauterborniella,FALSE,Genus,CG,cg,,CN,clng,,20.66920244,FALSE,4,,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Lauterborniella,,,370,129525,129229
Lepidoptera,FALSE,Order,SH,sh,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,,,,,,,869,117232,563890
Lepidostoma,FALSE,Genus,SH,sh,,CB,clim,0.121348523,18.42184081,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Lepidostomatidae,Lepidostomatinae,,Lepidostoma,,,1164,116794,116793
Lepidostomatidae,FALSE,Family,SH,sh,,CB,clim,,18.43072611,FALSE,2,2,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Lepidostomatidae,,,,,,1163,116793,115095
Leptoceridae,FALSE,Family,CG,cg,,CB,clim,6.779232641,21.43260478,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,,,,,,1166,116547,115095
Leptocerus,FALSE,Genus,SH,sh,,SW,swim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Leptocerini,Leptocerus,,,1717,116677,598231
Leptodea,FALSE,Genus,,,,,,,,FALSE,,,,,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,Unionidae,,,Leptodea,,,1332,80181,79913
Leptohyphes,FALSE,Genus,PR,pr,,CN,clng,,,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptohyphidae,,,Leptohyphes,,,721,101429,568545
Leptohyphidae,FALSE,Family,CG,cg,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptohyphidae,,,,,,719,568545,568542
Leptophlebia,FALSE,Genus,CG,cg,,SW,swim,3.361462631,20.39770786,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptophlebiidae,,,Leptophlebia,,,729,101148,101095
Leptophlebiidae,FALSE,Family,CG,cg,,CN,clng,3.266912219,19.90964659,FALSE,4,3,4,4,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptophlebiidae,,,,,,724,101095,101094
Leptoxis,FALSE,Genus,SC,sc,,CB,clim,,,FALSE,,,,,Mollusca,,Gastropoda,,Neotaenioglossa,,Pleuroceridae,,,Leptoxis,,,1374,71601,71541
Lestes,FALSE,Genus,PR,pr,PredE,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Lestidae,,,Lestes,,,896,102061,102058
Lestidae,FALSE,Family,PR,pr,PredE,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Lestidae,,,,,,1718,102058,102042
Lethocerus,FALSE,Genus,PR,pr,PredP,CB,clim,6.869878032,,TRUE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Hemiptera,,Belostomatidae,,,Lethocerus,,,1585,103701,103683
Leucorrhinia,FALSE,Genus,PR,pr,PredE,CB,clim,9,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Leucorrhinia,,,1720,101885,101797
Leucotrichia,FALSE,Genus,SC,sc,,CN,clng,,21.47773978,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Leucotrichiini,Leucotrichia,,,1263,115630,115629
Leucrocuta,FALSE,Genus,SC,sc,,CN,clng,8.456445687,20.67228142,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Leucrocuta,,,798,100676,100504
Leucrocuta/Nixe,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Leucrocuta/Nixe,,,801,,
Leuctra,FALSE,Genus,SH,sh,,SP,spra,,,FALSE,,,2,2,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Leuctridae,Leuctrinae,,Leuctra,,,981,102844,102840
Leuctridae,FALSE,Family,SH,sh,,CN,clng,,18.55733417,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Leuctridae,,,,,,980,102840,102468
Libellula,FALSE,Genus,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Libellula,,,950,101893,101797
Libellulidae,FALSE,Family,PR,pr,PredE,SP,spra,,21.37661479,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,,,,947,101797,101796
Libellulinae,FALSE,Order,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,,,,,,,,895,,
Ligumia,FALSE,Genus,,,,,,,,FALSE,,,,,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,Unionidae,,,Ligumia,,,1333,80194,79913
Limnephilidae,FALSE,Family,SH,sh,,CB,clim,3.454987273,19.18766332,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,,,,,,1192,115933,115095
Limnephiloidea,FALSE,SubOrder,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,,,,,,,1136,598162,115095
Limnephilus,FALSE,Genus,SH,sh,,SP,spra,3.708013231,17.32117699,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Limnephilinae,Limnephilini,Limnephilus,,,1204,116069,568768
Limnohydrobius,FALSE,Genus,PR,pr,PredP,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,,Limnohydrobius,,,,,
Limnophila,FALSE,Genus,PR,pr,PredE,BU,burr,7.29645621,17.07163995,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Hexatomini,Limnophila,,,646,120165,120030
Limnophora,FALSE,Genus,PR,pr,PredP,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Muscidae,Coenosiinae,Limnophorini,Limnophora,,,297,150730,150729
Limnophyes,FALSE,Genus,CG,cg,,SP,spra,8.379969663,18.52384958,FALSE,5,5,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Limnophyes,,,506,128776,128457
Limnoporus,FALSE,Genus,PR,pr,PredP,SK,skat,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Gerridae,Gerrinae,,Limnoporus,,,1783,103872,103801
Limonia,FALSE,Genus,SH,sh,PredE,BU,burr,,18.27332665,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Limoniini,Limonia,,,652,119704,119655
Limoniidae,FALSE,Family,CG,cg,PredE,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Limoniidae,,,,,,,,
Limoniinae,FALSE,Subfamily,CG,cg,PredE,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Limoniini,,,,649,119654,118840
Liodessus,FALSE,Genus,PR,pr,PredP,SW,swim,6.181795892,21.33527335,FALSE,4,4,4,4,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Bidessini,Liodessus,,,146,112580,111963
Lioporeus,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Lioporeus,,,179,568825,111963
Lipsothrix,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Limoniini,Lipsothrix,,,653,120749,120397
Lirceus,FALSE,Genus,CG,cg,,SP,spra,,,FALSE,,,,,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellota,Asellidae,,,Lirceus,,,1305,92666,92657
Listronotus,FALSE,Genus,SH,sh,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Curculionidae,,,Listronotus,,,128,114690,114666
Litobrancha,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemeridae,,,Litobrancha,,,717,101566,101525
Lixus,FALSE,Genus,SH,sh,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Curculionidae,,,Lixus,,,1721,114838,114666
Lopescladius,FALSE,Genus,CG,cg,,BU,burr,0,20.11667337,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Lopescladius,,,507,128811,128457
Lopescladius/Rheosmittia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Lopescladius/Rheosmittia,,,508,,
Lumbricidae,FALSE,Family,,,,,,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Lumbricina,Lumbricidae,,,,,,30,69165,69069
Lumbriculidae,FALSE,Family,CG,cg,,BU,burr,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,Lumbriculidae,,,,,,69,68440,68439
Lumbriculidae/Lumbricidae,FALSE,Family,,,,,,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,Lumbriculidae/Lumbricidae,,,,,,70,,
Lutrochidae,FALSE,Family,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Lutrochidae,,,,,,1820,678328,113996
Lutrochus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Lutrochidae,,,Lutrochus,,,255,114037,114030
Lymnaea,FALSE,Genus,SC,sc,,CB,clim,7.157550386,,FALSE,4,4,4,4,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,Lymnaea,,,1344,76484,76483
Lymnaeidae,FALSE,Family,SC,sc,,CB,clim,9.586510171,20.14366172,FALSE,4,4,4,4,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,,,,1341,76483,76437
Lymnaeinae,FALSE,Subfamily,,,,,,,,FALSE,,,,,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,Lymnaeinae,,,,,1347,,
Lype,FALSE,Genus,SC,sc,,BU,burr,,18.50853386,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Psychomyiidae,Psychomyiinae,,Lype,,,1132,115391,115334
Maccaffertium,FALSE,SubGenus,SC,sc,,CN,clng,6.774317057,21.47586466,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,,825,697957,100504
Maccaffertium/Stenonema,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Maccaffertium/Stenonema,,,1450,,100504
Macdunnoa,FALSE,Genus,SC,sc,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Macdunnoa,,,1723,100744,100504
