FinalID,NonTarget,Rank,FFG,FeedingGroupsCode,FeedGrpWt,HABIT,HABIT_MPCA,TolVal,TolVal2,LongLived,BCG_Attr_GP,BCG_Attr_RR,BCG_Cool_8,BCG_Cold_9,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,TolVal_RBP,TolValSource,BenTaxaID,TSN,ParTSN
Hydrobiidae,FALSE,Family,SC,sc,,CB,clim,4.555870501,20.80639727,FALSE,3,3,4,4,Mollusca,,Gastropoda,,Neotaenioglossa,,Hydrobiidae,,,,,,5,WSA,1379,70493,566851
Hydrobiomorpha,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Hydrobiomorpha,,,,WSA,249,113244,112811
Hydrobius,FALSE,Genus,PR,pr,PredP,CB,clim,5.935591156,20.55949039,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Hydrobius,,,4,WSA,169,113196,112811
Hydrocanthus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Noteridae,Noterinae,,Hydrocanthus,,,7,WSA,170,112623,112606
Hydrochara,FALSE,Genus,CG,cg,PredP,SW,swim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Hydrochara,,,,,1711,113190,722233
Hydrochidae,FALSE,Family,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Hydrochidae,,,,,,,,1816,722226,112752
Hydrochus,FALSE,Genus,SH,sh,PredP,CB,clim,9.248062725,21.90668032,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,,Hydrochidae,,,Hydrochus,,,6,WSA,168,113166,112811
Hydrocolus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Hydrocolus,,,,WSA,139,728250,728229
Hydrometra,FALSE,Genus,PR,pr,PredP,SK,skat,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Hydrometridae,Hydrometrinae,,Hydrometra,,,,WSA,834,103939,103938
Hydrometridae,FALSE,Family,PR,pr,PredP,SK,skat,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Hydrometridae,,,,,,,,1817,103938,676831
Hydrophilidae,FALSE,Family,PR,pr,PredP,SW,swim,8.49684355,20.62350875,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,,,,,,5,WSA,243,112811,112752
Hydrophilus,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Hydrophilus,,,,,1712,113204,722233
Hydroporinae,FALSE,Subfamily,PR,pr,PredP,SW,swim,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,,,,,,WSA,152,678402,111963
Hydroporini,FALSE,Tribe,,,,,,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,,,,5,WSA,151,728229,678402
Hydroporus,FALSE,Genus,PR,pr,PredP,SW,swim,7.561714176,19.81639374,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Hydroporus,,,5,WSA,140,112390,111963
Hydroporus/Hygrotus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,,,Hydroporus/Hygrotus,,,,WSA,142,,
Hydropsyche,FALSE,Genus,CF,cf,,CN,clng,7.808931183,21.21210799,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,,,5,WSA,1087,115453,115398
Hydropsychidae,FALSE,Family,CF,cf,,CN,clng,7.553041081,20.25969603,FALSE,4,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,,,,,,3,WSA,1053,115398,115095
Hydropsychinae,FALSE,Subfamily,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,,,,,WSA,1062,598191,115398
Hydroptila,FALSE,Genus,MH,hb,,CN,clng,7.576567884,20.6501603,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Hydroptilini,Hydroptila,,,3,WSA,1253,115641,115629
Hydroptilidae,FALSE,Family,MH,hb,,CB,clim,6.466456361,20.6912777,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,,,,,,4,WSA,1244,115629,115095
Hydrosmittia,FALSE,Genus,CG,cg,,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,Hydrosmittia,,,,,,,
Hydrovatus,FALSE,Genus,PR,pr,PredP,SW,swim,8,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,,,Hydrovatus,,,,,,,
Hydrozoa,FALSE,Class,PR,pr,,,,,,FALSE,,,,,Cnidaria,Medusozoa,Hydrozoa,,,,,,,,,,,,,,
Hygrotus,FALSE,Genus,PR,pr,PredP,SW,swim,10,21.70950593,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hygrotini,Hygrotus,,,4,WSA,143,112200,111963
Hylogomphus,FALSE,Genus,PR,pr,PredE,BU,burr,7.114109225,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Gomphus,,,,WSA,933,101791,101664
Hymenoptera,FALSE,Order,PR,pr,,,,8,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,,,,,,,,,,1714,152741,563890
Hyporhygma,FALSE,Genus,CG,cg,,BU,burr,0,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Hyporhygma,,,,WSA,368,129520,129229
Ilybiosoma,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Agabinae,Agabini,Ilybiosoma,,,,,1781,728239,728216
Ilybius,FALSE,Genus,PR,pr,PredP,SW,swim,5.078972559,18.78873487,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Agabinae,Agabini,Ilybius,,,5,RBP2 1999 (MACS),144,112181,111963
Ironoquia,FALSE,Genus,SH,sh,,CB,clim,5,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Dicosmoecinae,,Ironoquia,,,5,WSA,1198,116382,568759
Ischnura,FALSE,Genus,PR,pr,PredE,CB,clim,9.988655847,21.56304261,FALSE,5,5,,,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,Ischnura,,,9,WSA,971,102078,102077
Isogenoides,FALSE,Genus,PR,pr,,CN,clng,0,,FALSE,3,3,2,2,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Perlodinae,Perlodini,Isogenoides,,,1,WSA,1043,103124,102994
Isonychia,FALSE,Genus,CF,cf,,SW,swim,8.468055928,21.4384891,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Isonychiidae,,,Isonychia,,,2,WSA,826,101041,101029
Isonychiidae,FALSE,Family,CF,cf,,SW,swim,8.468055928,21.4384891,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Isonychiidae,,,,,,,,1818,609506,609501
Isoperla,FALSE,Genus,PR,pr,,CN,clng,4.174121156,18.90148629,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Isoperlinae,,Isoperla,,,2,WSA,1033,102995,102994
Isoperla/Clioperla,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,,,Isoperla/Clioperla,,,,WSA,1035,,
Isopoda,FALSE,Order,CG,cg,,,,8,,FALSE,,,,,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,,,,,,,,8,WSA,1301,92120,89802
Iswaeon,FALSE,Genus,SC,sc,,SW,swim,,21.29293319,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Iswaeon,,,,,,,
Ithytrichia,FALSE,Genus,PR,pr,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Orthotrichiini,Ithytrichia,,,,WSA,1262,115823,115629
Kiefferulus,FALSE,Genus,CG,cg,,BU,burr,10,,FALSE,5,5,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Kiefferulus,,,4,WSA,369,129522,129229
Kloosia,FALSE,Genus,CG,cg,,BU,burr,6,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Kloosia,,,,WSA,347,,
Kloosia/Harnischia,FALSE,Genus,CG,cg,,BU,burr,8,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Kloosia/Harnischia,,,,,1715,129516,
Krenopelopia,FALSE,Genus,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Krenopelopia,,,6,WSA,575,128170,128078
Krenopsectra/Micropsectra,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Krenopsectra/Micropsectra,,,,WSA,427,,
Krenosmittia,FALSE,Genus,CG,cg,,SP,spra,0,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Krenosmittia,,,8,WSA,505,128771,128457
Kribiodorum,FALSE,Genus,CG,cg,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Kribiodorum,,,,,,,
Labiobaetis,FALSE,Genus,CG,cg,,SW,swim,6,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Labiobaetis,,,4,WSA,773,568552,100755
Labrundinia,FALSE,Genus,PR,pr,PredE,SP,spra,9.876217393,20.36632839,FALSE,4,5,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Labrundinia,,,6,WSA,576,128173,128078
Labrundinia/Nilotanypus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Labrundinia/Nilotanypus,,,6,WSA,577,,
Laccobius,FALSE,Genus,MH,hb,PredP,,,3.878097237,20.3157151,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Laccobiini,Laccobius,,,7,WSA,250,112858,112811
Laccophilus,FALSE,Genus,PR,pr,PredP,SW,swim,8.877882381,24.07862695,FALSE,4,4,4,4,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Laccophilinae,Laccophilini,Laccophilus,,,10,WSA,145,112278,111963
Lachlania,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Oligoneuriidae,,,Lachlania,,,,WSA,663,101030,101029
Lacunicambarus,FALSE,Genus,CG,cg,,,,,,FALSE,,,,,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Cambaridae,Cambarinae,,Lacunicambarus,,,6,WSA,1845,1133555,97336
Laevapex,FALSE,Genus,SC,sc,,CB,clim,7,,FALSE,,,,,Mollusca,,Gastropoda,,Basommatophora,,Ancylidae,,,Laevapex,,,7,WSA,1340,76576,76568
Lampsilis,FALSE,Genus,CF,cf,,BU,burr,,,FALSE,,,,,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,Unionidae,,,Lampsilis,,,1,USEPA 1990 Draft,1331,79986,79913
Lampyridae,FALSE,Family,,,,,,0,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Lampyridae,,,,,,,,1716,113835,113877
Lanthus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Lanthus,,,6,WSA,936,101766,101664
Larsia,FALSE,Genus,PR,pr,PredE,SP,spra,7.691289037,21.97622052,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Larsia,,,4,WSA,578,128183,128078
Lasiodiamesa,FALSE,Genus,"CG,SC","cg,sc",,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,,,Lasiodiamesa,,,,,,,
Lauterborniella,FALSE,Genus,CG,cg,,CN,clng,0,20.66920244,FALSE,4,,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Lauterborniella,,,6,WSA,370,129525,129229
Lepidoptera,FALSE,Order,SH,sh,,,,6,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,,,,,,,7,WSA,869,117232,563890
Lepidostoma,FALSE,Genus,SH,sh,,CB,clim,0.121348523,18.42184081,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Lepidostomatidae,Lepidostomatinae,,Lepidostoma,,,3,WSA,1164,116794,116793
Lepidostomatidae,FALSE,Family,SH,sh,,CB,clim,0.12155943,18.43072611,FALSE,2,2,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Lepidostomatidae,,,,,,3,WSA,1163,116793,115095
Leptoceridae,FALSE,Family,CG,cg,,CB,clim,6.779232641,21.43260478,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,,,,,,3,WSA,1166,116547,115095
Leptocerus,FALSE,Genus,SH,sh,,SW,swim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Leptocerini,Leptocerus,,,,,1717,116677,598231
Leptodea,FALSE,Genus,,,,,,,,FALSE,,,,,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,Unionidae,,,Leptodea,,,,WSA,1332,80181,79913
Leptohyphes,FALSE,Genus,PR,pr,,CN,clng,4,,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptohyphidae,,,Leptohyphes,,,4,WSA,721,101429,568545
Leptohyphidae,FALSE,Family,CG,cg,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptohyphidae,,,,,,,WSA,719,568545,568542
Leptophlebia,FALSE,Genus,CG,cg,,SW,swim,3.361462631,20.39770786,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptophlebiidae,,,Leptophlebia,,,5,WSA,729,101148,101095
Leptophlebiidae,FALSE,Family,CG,cg,,CN,clng,3.266912219,19.90964659,FALSE,4,3,4,4,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptophlebiidae,,,,,,2,WSA,724,101095,101094
Leptoxis,FALSE,Genus,SC,sc,,CB,clim,7,,FALSE,,,,,Mollusca,,Gastropoda,,Neotaenioglossa,,Pleuroceridae,,,Leptoxis,,,7,WSA,1374,71601,71541
Lestes,FALSE,Genus,PR,pr,PredE,CB,clim,9,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Lestidae,,,Lestes,,,9,WSA,896,102061,102058
Lestidae,FALSE,Family,PR,pr,PredE,CB,clim,9,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Lestidae,,,,,,,,1718,102058,102042
Lethocerus,FALSE,Genus,PR,pr,PredP,CB,clim,6.869878032,,TRUE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Hemiptera,,Belostomatidae,,,Lethocerus,,,,,1585,103701,103683
Leucorrhinia,FALSE,Genus,PR,pr,PredE,CB,clim,9,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Leucorrhinia,,,,,1720,101885,101797
Leucotrichia,FALSE,Genus,SC,sc,,CN,clng,0.751853984,21.47773978,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Leucotrichiini,Leucotrichia,,,6,WSA,1263,115630,115629
Leucrocuta,FALSE,Genus,SC,sc,,CN,clng,8.456445687,20.67228142,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Leucrocuta,,,4,WSA,798,100676,100504
Leucrocuta/Nixe,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Leucrocuta/Nixe,,,,WSA,801,,
Leuctra,FALSE,Genus,SH,sh,,SP,spra,0,,FALSE,,,2,2,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Leuctridae,Leuctrinae,,Leuctra,,,0,WSA,981,102844,102840
Leuctridae,FALSE,Family,SH,sh,,CN,clng,1.84161349380627E-02,18.55733417,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Leuctridae,,,,,,1,WSA,980,102840,102468
Libellula,FALSE,Genus,PR,pr,PredE,SP,spra,9,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Libellula,,,9,WSA,950,101893,101797
Libellulidae,FALSE,Family,PR,pr,PredE,SP,spra,7.166542319,21.37661479,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,,,,8,WSA,947,101797,101796
Libellulinae,FALSE,Order,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,,,,,,,,,WSA,895,,
Ligumia,FALSE,Genus,,,,,,,,FALSE,,,,,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,Unionidae,,,Ligumia,,,,WSA,1333,80194,79913
Limnephilidae,FALSE,Family,SH,sh,,CB,clim,3.454987273,19.18766332,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,,,,,,4,WSA,1192,115933,115095
Limnephiloidea,FALSE,SubOrder,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,,,,,,,,WSA,1136,598162,115095
Limnephilus,FALSE,Genus,SH,sh,,SP,spra,3.708013231,17.32117699,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Limnephilinae,Limnephilini,Limnephilus,,,4,WSA,1204,116069,568768
Limnohydrobius,FALSE,Genus,PR,pr,PredP,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,,Limnohydrobius,,,,,,,
Limnophila,FALSE,Genus,PR,pr,PredE,BU,burr,7.29645621,17.07163995,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Hexatomini,Limnophila,,,4,WSA,646,120165,120030
Limnophora,FALSE,Genus,PR,pr,PredP,BU,burr,6,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Muscidae,Coenosiinae,Limnophorini,Limnophora,,,6,WSA,297,150730,150729
Limnophyes,FALSE,Genus,CG,cg,,SP,spra,8.379969663,18.52384958,FALSE,5,5,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Limnophyes,,,1,WSA,506,128776,128457
Limnoporus,FALSE,Genus,PR,pr,PredP,SK,skat,5.413523302,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Gerridae,Gerrinae,,Limnoporus,,,,,1783,103872,103801
Limonia,FALSE,Genus,SH,sh,PredE,BU,burr,6.874485108,18.27332665,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Limoniini,Limonia,,,4,WSA,652,119704,119655
Limoniidae,FALSE,Family,CG,cg,PredE,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Limoniidae,,,,,,,,,,
Limoniinae,FALSE,Subfamily,CG,cg,PredE,,,5,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Limoniini,,,,5,WSA,649,119654,118840
Liodessus,FALSE,Genus,PR,pr,PredP,SW,swim,6.181795892,21.33527335,FALSE,4,4,4,4,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Bidessini,Liodessus,,,,WSA,146,112580,111963
Lioporeus,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Lioporeus,,,5,WSA,179,568825,111963
Lipsothrix,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Limoniini,Lipsothrix,,,,WSA,653,120749,120397
Lirceus,FALSE,Genus,CG,cg,,SP,spra,8,,FALSE,,,,,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellota,Asellidae,,,Lirceus,,,8,WSA,1305,92666,92657
Listronotus,FALSE,Genus,SH,sh,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Curculionidae,,,Listronotus,,,,WSA,128,114690,114666
Litobrancha,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemeridae,,,Litobrancha,,,,WSA,717,101566,101525
Lixus,FALSE,Genus,SH,sh,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Curculionidae,,,Lixus,,,,,1721,114838,114666
Lopescladius,FALSE,Genus,CG,cg,,BU,burr,0,20.11667337,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Lopescladius,,,8,WSA,507,128811,128457
Lopescladius/Rheosmittia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Lopescladius/Rheosmittia,,,,WSA,508,,
Lumbricidae,FALSE,Family,,,,,,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Lumbricina,Lumbricidae,,,,,,9,WSA,30,69165,69069
Lumbriculidae,FALSE,Family,CG,cg,,BU,burr,6,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,Lumbriculidae,,,,,,8,WSA,69,68440,68439
Lumbriculidae/Lumbricidae,FALSE,Family,,,,,,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,Lumbriculidae/Lumbricidae,,,,,,,WSA,70,,
Lutrochidae,FALSE,Family,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Lutrochidae,,,,,,,,1820,678328,113996
Lutrochus,FALSE,Genus,,,,,,4,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Lutrochidae,,,Lutrochus,,,4,WSA,255,114037,114030
Lymnaea,FALSE,Genus,SC,sc,,CB,clim,7.157550386,,FALSE,4,4,4,4,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,Lymnaea,,,3,WSA,1344,76484,76483
Lymnaeidae,FALSE,Family,SC,sc,,CB,clim,9.586510171,20.14366172,FALSE,4,4,4,4,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,,,,6,WSA,1341,76483,76437
Lymnaeinae,FALSE,Subfamily,,,,,,,,FALSE,,,,,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,Lymnaeinae,,,,,,WSA,1347,,
Lype,FALSE,Genus,SC,sc,,BU,burr,3.101800941,18.50853386,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Psychomyiidae,Psychomyiinae,,Lype,,,2,WSA,1132,115391,115334
Maccaffertium,FALSE,SubGenus,SC,sc,,CN,clng,6.774317057,21.47586466,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,,,WSA,825,697957,100504
Maccaffertium/Stenonema,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Maccaffertium/Stenonema,,,,,1450,,100504
Macdunnoa,FALSE,Genus,SC,sc,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Macdunnoa,,,,,1723,100744,100504
Macromia,FALSE,Genus,PR,pr,PredE,SP,spra,0.81921809,19.60042947,TRUE,3,3,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Macromiinae,,Macromia,,,4,WSA,922,101918,101797
Macromiidae,FALSE,Family,PR,pr,PredE,SP,spra,0.622446178,19.58728669,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Odonata,,Macromiidae,,,,,,,,1724,102019,101796
Macromiinae,FALSE,Subfamily,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Macromiinae,,,,,5,WSA,919,591727,102020
Macronema,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Macronematinae,Macronematini,Macronema,,,,WSA,1054,115605,555648
Macronychus,FALSE,Genus,CG,cg,,CN,clng,7.213968845,20.80170712,TRUE,4,3,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Macronychus,,,4,WSA,209,114212,114093
Macropelopia,FALSE,Genus,PR,pr,PredE,SP,spra,7,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Macropelopia,,,7,WSA,559,128034,128020
