TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,HABSTRUCT,HABSTRUCT_Full,LIFE_CYCLE,AirBreather,TOLVAL_IA,FFG_IA,FFGDef_IA,HABIT_IA,HabitDef_IA,COLD_IA,ColdWaterIndicatorTaxa,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,CommonName,IA_BugTaxaID
NEPA APICULATA,Species,FALSE,,,PR,CB,,,uni,FALSE,4.6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,NEPIDAE,,NEPA,APICULATA,Water Scorpions,326
NEURECLIPSIS,Genus,FALSE,4,4_middle,CF,CN,SG,snag,uni,FALSE,7,CF,Filterer,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,NEURECLIPSIS,,Trumpetnet and Tubemaking Caddisflies,478
NEUROCORDULIA,Genus,FALSE,4,4_middle,PR,CB,,,uni,FALSE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,NEUROCORDULIA,,Greeneyed Skimmers,372
NEUROCORDULIA MOLESTA,Species,FALSE,4,4_middle,PR,CB,,,uni,FALSE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,NEUROCORDULIA,MOLESTA,Greeneyed Skimmers,373
NEUROPTERA,Genus,FALSE,,,PR,NA,,,NA,FALSE,,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,NEUROPTERA,,,,,"Spongillaflies, Lacewings, Mantisflies",352
NIGRONIA SERRICORNIS,Species,FALSE,3,,PR,CN,,,semi,FALSE,0,PR,Predator,UN,Unidentified,-1,TRUE,ARTHROPODA,INSECTA,,MEGALOPTERA,CORYDALIDAE,,NIGRONIA,SERRICORNIS,"Dobsonflies, Fishflies, Hellgrammites",889
NILOBEZZIA,Genus,FALSE,,,PR,BU,,,NA,FALSE,6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,NILOBEZZIA,,"Biting Midges, No-See-Ums, Punkies",911
NIXE,Genus,FALSE,4,4_better,"SC,PR",CN,,,uni,FALSE,2,SC,Scraper,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,NIXE,,Flatheaded Mayflies,267
NIXE INCONSPICUA,Species,FALSE,4,4_better,"SC,PR",CN,,,uni,FALSE,2,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,NIXE,INCONSPICUA,Flatheaded Mayflies,601
NIXE LUCIDIPENNIS,Species,FALSE,4,4_better,"SC,PR",CN,,,uni,FALSE,2,SC,Scraper,CN,Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,NIXE,LUCIDIPENNIS,Flatheaded Mayflies,1116
NIXE PERFIDA,Species,FALSE,4,4_better,"SC,PR",CN,,,uni,FALSE,2,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,NIXE,PERFIDA,Flatheaded Mayflies,268
NIXE/LEUCROCUTA,Genus,FALSE,4,4_better,"SC,PR",CN,,,uni,FALSE,1.5,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,NIXE/LEUCROCUTA,,Flatheaded Mayflies,810
NOTIPHILA,Genus,FALSE,,,CG,BU,,,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,EPHYDRIDAE,,NOTIPHILA,,"Shore Flies, Brine Flies",544
NOTONECTA,Genus,FALSE,4,4_middle,PR,"SW,CB",,,multi,FALSE,5.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,NOTONECTA,,Backswimmers,330
NOTONECTA IRRORATA,Species,FALSE,4,4_middle,PR,"SW,CB",,,multi,FALSE,5.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,NOTONECTA,IRRORATA,Backswimmers,710
NOTONECTA UNDULATA,Species,FALSE,4,4_middle,PR,"SW,CB",,,multi,FALSE,5.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,NOTONECTA,UNDULATA,Backswimmers,706
NOTONECTIDAE,Family,FALSE,4,4_middle,PR,SW,,,multi,FALSE,5.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,,,Backswimmers,329
NYCTIOPHYLAX,Genus,FALSE,4,4_middle,PR,CN,SG,snag,uni,FALSE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,NYCTIOPHYLAX,,Trumpetnet and Tubemaking Caddisflies,581
NYMPHULA,Genus,FALSE,,,SH,CB,,,NA,FALSE,7,SH,Shredder,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,LEPIDOPTERA,CRAMBIDAE,,NYMPHULA,,Crambid Moths,944
OCHROTRICHIA,Genus,FALSE,4,4_middle,CG,"CN,CB",,,uni,FALSE,4,CG,Collector/Gatherer,cb,Climber,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILINAE,OCHROTRICHIA,,Micro Caddisflies,450
ODONATA,Order,FALSE,,,PR,CB,,,NA,FALSE,,UN,Unidentified,cb,Climber,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,,,,,Dragonflies and damselflies,355
ODONTOMYIA,Genus,FALSE,4,4_worse,CG,SP,,,uni,TRUE,7,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,ODONTOMYIA,,Soldier Flies,189
ODONTOMYIA/HEDRIODISCUS,Genus,FALSE,4,4_worse,CG,SP,,,NA,TRUE,7,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,ODONTOMYIA/HEDRIODISCUS,,Soldier Flies,886
OECETIS,Genus,FALSE,4,4_middle,PR,"CN,SP",,,uni,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,,Longhorned Case Maker Caddisflies,459
OECETIS AVARA,Species,FALSE,4,4_middle,PR,"CN,SP",,,uni,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,AVARA,Longhorned Case Maker Caddisflies,460
OECETIS AVARA/DISJUNCTA,Species,FALSE,4,4_middle,PR,"CN,SP",,,uni,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,AVARA/DISJUNCTA,Longhorned Case Maker Caddisflies,461
OECETIS CINERASCENS,Species,FALSE,4,4_middle,PR,"CN,SP",,,uni,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,CINERASCENS,Longhorned Case Maker Caddisflies,877
OECETIS DISJUNCTA,Species,FALSE,4,4_middle,PR,"CN,SP",,,uni,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,DISJUNCTA,Longhorned Case Maker Caddisflies,462
OECETIS IMMOBILIS,Species,FALSE,4,4_middle,PR,"CN,SP",,,uni,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,IMMOBILIS,Longhorned Case Maker Caddisflies,657
OECETIS INCONSPICUA COMPLEX,Species,FALSE,4,4_middle,PR,"CN,SP",,,uni,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,INCONSPICUA COMPLEX,Longhorned Case Maker Caddisflies,592
OECETIS NOCTURNA,Species,FALSE,4,4_middle,PR,"CN,SP",,,uni,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,NOCTURNA,Longhorned Case Maker Caddisflies,658
OLIGOCHAETA,Subclass,FALSE,4,4_middle,CG,BU,,,,FALSE,8.5,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,,,,,,Aquatic Worms,30
OPHIOGOMPHUS,Genus,FALSE,3,,PR,BU,,,semi,FALSE,1,PR,Predator,bu,Burrower,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,OPHIOGOMPHUS,,Clubtail Dragonflies,380
OPHIOGOMPHUS RUPINSULENSIS,Species,FALSE,3,,PR,BU,,,semi,FALSE,1,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,OPHIOGOMPHUS,RUPINSULENSIS,Clubtail Dragonflies,713
OPHIOGOMPHUS SMITHI,Species,FALSE,3,,PR,BU,,,semi,FALSE,1,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,OPHIOGOMPHUS,SMITHI,Clubtail Dragonflies,874
OPHIOGOMPHUS WESTFALLI,Species,FALSE,3,,PR,BU,,,semi,FALSE,1,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,OPHIOGOMPHUS,WESTFALLI,Clubtail Dragonflies,1053
OPTIOSERVUS,Genus,FALSE,4,4_better,SC,CN,,,semi,FALSE,4,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,OPTIOSERVUS,,Riffle Beetles,105
OPTIOSERVUS FASTIDITUS,Species,FALSE,4,4_middle,SC,CN,,,semi,FALSE,4,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,OPTIOSERVUS,FASTIDITUS,Riffle Beetles,106
ORCONECTES,Genus,FALSE,4,4_middle,"CG,SH",SP,,,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,ORCONECTES,,Crayfishes,46
ORCONECTES IMMUNIS,Species,FALSE,4,4_middle,"CG,SH",SP,,,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,ORCONECTES,IMMUNIS,Crayfishes,47
ORCONECTES PROPINQUUS,Species,FALSE,4,4_middle,"CG,SH",SP,,,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,ORCONECTES,PROPINQUUS,Crayfishes,905
ORCONECTES RUSTICUS,Species,FALSE,4,4_middle,"CG,SH",SP,,,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,ORCONECTES,RUSTICUS,Crayfishes,48
ORCONECTES VIRILIS,Species,FALSE,4,4_middle,"CG,SH",SP,,,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,ORCONECTES,VIRILIS,Crayfishes,49
OREODYTES,Genus,FALSE,4,4_middle,"PR,SH",SW,,,semi,TRUE,4.6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,OREODYTES,,Predaceous Diving Beetles,93
ORMOSIA,Genus,FALSE,4,4_middle,CG,BU,,,uni,FALSE,4.6,CG,Collector/Gatherer,bu,Burrower,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,ORMOSIA,,Crane Flies,202
ORTHOTRICHIA,Genus,FALSE,4,4_middle,PH,CN,,,uni,FALSE,6,PI,Piercer,BU,Burrower,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILINAE,ORTHOTRICHIA,,Micro Caddisflies,1036
OXYCERA,Genus,FALSE,,,SC,SP,,,NA,TRUE,8,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,OXYCERA,,Soldier Flies,831
OXYETHIRA,Genus,FALSE,4,4_middle,CG,"CB,CN",,,uni,FALSE,3,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILINAE,OXYETHIRA,,Micro Caddisflies,451
PACHYDIPLAX LONGIPENNIS,Species,FALSE,4,4_middle,PR,SP,,,"multi,uni",FALSE,9.6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,PACHYDIPLAX,LONGIPENNIS,Skimmer Dragonflies,754
PALMACORIXA,Genus,FALSE,4,4_worse,PR,SW,,,multi,FALSE,5.5,PR,Predator,sw/cb,Swimmer/Climber,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,PALMACORIXA,,Water Boatmen,305
PALMACORIXA BUENOI,Species,FALSE,4,4_worse,PR,SW,,,multi,FALSE,5.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,PALMACORIXA,BUENOI,Water Boatmen,814
PALMACORIXA GILLETTEI,Species,FALSE,4,4_worse,PR,SW,,,multi,FALSE,5.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,PALMACORIXA,GILLETTEI,Water Boatmen,659
PALMACORIXA NANA,Species,FALSE,4,4_worse,PR,SW,,,multi,FALSE,5.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,PALMACORIXA,NANA,Water Boatmen,306
PALPOMYIA,Genus,FALSE,4,4_middle,PR,BU,,,multi,FALSE,6,PR,Predator,bu,Burrower,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,PALPOMYIA,,"Biting Midges, No-See-Ums, Punkies",166
PANTALA,Genus,FALSE,4,4_middle,PR,SP,,,uni,FALSE,6.4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,PANTALA,,Skimmer Dragonflies,392
PANTALA FLAVESCENS,Species,FALSE,4,4_middle,PR,SP,,,uni,FALSE,6.4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,PANTALA,FLAVESCENS,Skimmer Dragonflies,988
PANTALA HYMENAEA,Species,FALSE,4,4_middle,PR,SP,,,uni,FALSE,6.4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,PANTALA,HYMENAEA,Skimmer Dragonflies,393
PARACLOEODES,Genus,FALSE,4,4_middle,SC,SW,,,multi,FALSE,4.8,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PARACLOEODES,,Small Minnow Mayflies,231
PARACLOEODES MINUTUS,Species,FALSE,4,4_middle,SC,SW,,,multi,FALSE,4.8,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PARACLOEODES,MINUTUS,Small Minnow Mayflies,642
PARACYMUS,Genus,FALSE,4,4_middle,PR,CN,,,uni,TRUE,7.3,PR,Predator,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,PARACYMUS,,Giant Water Scavenger Beetles,142
PARACYMUS DESPECTUS,Species,FALSE,4,4_middle,PR,CN,,,uni,TRUE,7.3,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,PARACYMUS,DESPECTUS,Giant Water Scavenger Beetles,954
PARACYMUS SUBCUPREUS,Species,FALSE,4,4_middle,PR,CN,,,uni,TRUE,7.3,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,PARACYMUS,SUBCUPREUS,Giant Water Scavenger Beetles,143
PARAGNETINA,Genus,FALSE,3,,PR,CN,,,semi,FALSE,1,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,PARAGNETINA,,Common Stoneflies,408
PARAGNETINA MEDIA,Species,FALSE,3,,PR,CN,,,semi,FALSE,1,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,PARAGNETINA,MEDIA,Common Stoneflies,571
PARAGORDIUS,Genus,FALSE,,,PA,NA,,,NA,FALSE,,PA,Parasite,UN,Unidentified,0,FALSE,NEMATOMORPHA,GORDIOIDA,,GORDIOIDEA,CHORDODIDAE,,PARAGORDIUS,,"Horsehair Worms, Hair Worms",520
PARALEPTOPHLEBIA,Genus,FALSE,3,,CG,SW,,,uni,FALSE,1,CG,Collector/Gatherer,sw/cn,Swimmer/Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,PARALEPTOPHLEBIA,,Pronggilled Mayflies,288
PARALEPTOPHLEBIA PRAEPEDITA,Species,FALSE,3,,CG,SW,,,uni,FALSE,1,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,PARALEPTOPHLEBIA,PRAEPEDITA,Pronggilled Mayflies,1064
PARAPLEA,Genus,FALSE,,,PR,"SW,CB",,,NA,FALSE,,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,PLEIDAE,,PARAPLEA,,Pygmy Backswimmers,938
PARAPSYCHE APICALIS,Species,FALSE,,,CF,CN,,,uni,FALSE,0,CF,Filterer,UN,Unidentified,-1,TRUE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,ARCTOPSYCHINAE,PARAPSYCHE,APICALIS,Common Netspinner Caddisflies,778
PARYDRA,Genus,FALSE,,,SC,BU,,,multi,FALSE,6,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,EPHYDRIDAE,,PARYDRA,,"Shore Flies, Brine Flies",178
PEDICIA,Genus,FALSE,,,PR,BU,,,uni,FALSE,4.6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,PEDICIA,,Crane Flies,971
PELOCORIS,Genus,FALSE,4,4_middle,PR,CB,SG,snag,uni,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,NAUCORIDAE,,PELOCORIS,,Creeping Water Bugs,797
PELOCORIS FEMORATUS,Species,FALSE,4,4_middle,PR,CB,,,uni,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,NAUCORIDAE,,PELOCORIS,FEMORATUS,Creeping Water Bugs,798
PELTODYTES,Genus,FALSE,4,4_worse,"SH,PH","CB,CN",,,multi,TRUE,5,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,PELTODYTES,,Crawling Water Beetles,123
PELTODYTES DUNAVANI/PEDUNCULATUS,Species,FALSE,4,4_worse,"SH,PH","CB,CN",,,multi,TRUE,5,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,PELTODYTES,DUNAVANI/PEDUNCULATUS,Crawling Water Beetles,740
PELTODYTES DUODECIMPUNTATUS,Species,FALSE,4,4_worse,"SH,PH","CB,CN",,,multi,TRUE,5,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,PELTODYTES,DUODECIMPUNTATUS,Crawling Water Beetles,538
PELTODYTES EDENTULUS,Species,FALSE,4,4_worse,"SH,PH","CB,CN",,,multi,TRUE,5,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,PELTODYTES,EDENTULUS,Crawling Water Beetles,124
PELTODYTES SEXMACULATUS,Species,FALSE,4,4_worse,"SH,PH","CB,CN",,,multi,TRUE,5,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,PELTODYTES,SEXMACULATUS,Crawling Water Beetles,789
PELTODYTES TORTULOSUS,Species,FALSE,4,4_worse,"SH,PH","CB,CN",,,multi,TRUE,5,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,PELTODYTES,TORTULOSUS,Crawling Water Beetles,125
PENTAGENIA VITTIGERA,Species,FALSE,4,4_middle,CG,BU,,,uni,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERIDAE,,PENTAGENIA,VITTIGERA,Common Burrower Mayflies,253
PERICOMA,Genus,FALSE,4,4_worse,CG,BU,,,multi,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,PSYCHODIDAE,,PERICOMA,,Moth Flies,682
PERICOMA/TELMATOSCOPUS,Genus,FALSE,,,CG,BU,,,NA,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,PSYCHODIDAE,,PERICOMA/TELMATOSCOPUS,,Moth Flies,952
PERITHEMIS,Genus,FALSE,4,4_middle,PR,SP,,,uni,FALSE,10,PR,Predator,sp,Sprawler,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,PERITHEMIS,,Skimmer Dragonflies,394
PERLESTA,Genus,FALSE,4,4_middle,PR,CN,,,uni,FALSE,5,PR,Predator,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,PERLESTA,,Common Stoneflies,409
PERLESTA EPHELIDA,Species,FALSE,4,4_middle,PR,CN,,,uni,FALSE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,PERLESTA,EPHELIDA,Common Stoneflies,630
PERLIDAE,Genus,FALSE,4,4_better,PR,CN,,,semi,FALSE,1.6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,,Common Stoneflies,402
PERLINELLA,Genus,FALSE,3,,PR,CN,,,uni,FALSE,1,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,PERLINELLA,,Common Stoneflies,410
PERLINELLA DRYMO,Species,FALSE,3,,PR,CN,RM,root_mat,uni,FALSE,1,PR,Predator,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,PERLINELLA,DRYMO,Common Stoneflies,411
PERLINELLA EPHYRE,Species,FALSE,3,,PR,CN,,,uni,FALSE,1,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,PERLINELLA,EPHYRE,Common Stoneflies,628
PERLODIDAE,Family,FALSE,3,,PR,CN,,,uni,FALSE,3.2,PR,Predator,cn/sp,Clinger/Sprawler,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,,Perlodid Stoneflies,412
PETROPHILA,Genus,FALSE,3,,SC,CB,,,multi,FALSE,5,SC,Scraper,CN,Clinger,0,FALSE,ARTHROPODA,INSECTA,,LEPIDOPTERA,CRAMBIDAE,,PETROPHILA,,Crambid Moths,342
PHILOPOTAMIDAE,Family,FALSE,3,,CF,CN,,,multi,FALSE,4,CF,Filterer,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,PHILOPOTAMIDAE,,,,Fingernet Caddisflies,470
PHORIDAE,Family,FALSE,,,CG,BU,,,NA,FALSE,,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,PHORIDAE,,,,Humpbacked Flies,903
PHRYGANEIDAE,Family,FALSE,4,4_middle,SH,CB,,,uni,FALSE,5,SH,Shredder,cb,Climber,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,PHRYGANEIDAE,,,,Giant Case Maker Caddisflies,474
PHYSA,Genus,FALSE,5,,SC,CB,,,NA,FALSE,8,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,PHYSA,,Physid Snails,786
PHYSA ACUTA,Species,FALSE,5,,SC,CB,,,NA,FALSE,8,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,PHYSA,ACUTA,Physid Snails,851
PHYSA GYRINA,Species,FALSE,5,,SC,CB,,,NA,FALSE,8,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,PHYSA,GYRINA,Physid Snails,881
PHYSIDAE,Family,FALSE,5,,SC,CB,,,multi,FALSE,8,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,,,Physid Snails,500
PILARIA,Genus,FALSE,4,4_middle,PR,BU,,,uni,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,PILARIA,,Crane Flies,203
PISIDIUM,Genus,FALSE,4,4_middle,CF,BU,,,uni,FALSE,6,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,HETERODONTA,VENEROIDA,PISIDIIDAE,,PISIDIUM,,Pea Clams,829
PLACOBDELLA,Genus,FALSE,4,4_worse,PR,SP,,,NA,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,PLACOBDELLA,,Leeches,23
PLACOBDELLA MONTIFERA,Species,FALSE,4,4_worse,PR,SP,,,NA,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,PLACOBDELLA,MONTIFERA,Leeches,24
