orig_FinalID_NE,OTU_BCG_NE,modified_BCG,Notes
HYDATOPHYLAX,HYDATOPHYLAX,FALSE,
HYDRA,HYDRA,FALSE,
HYDRACHNA,HYDRACHNA,FALSE,
HYDRAENIDAE,HYDRAENIDAE,FALSE,
HYDRELLIA,HYDRELLIA,FALSE,
HYDROBAENUS,HYDROBAENUS,FALSE,
HYDROBIOMORPHA,HYDROBIOMORPHA,FALSE,
HYDROBIUS,HYDROBIUS,FALSE,
HYDROCANTHUS,HYDROCANTHUS,FALSE,
HYDROCHARA,HYDROCHARA,FALSE,
HYDROCHUS,HYDROCHUS,FALSE,
HYDRODROMA,HYDRODROMA,FALSE,
HYDROMETRA,HYDROMETRA,FALSE,
HYDROMETRIDAE,HYDROMETRA,TRUE,genus level recommended by Sean Sullivan
HYDROPHILIDAE,HYDROPHILIDAE,FALSE,
HYDROPHILUS,HYDROPHILUS,FALSE,
HYDROPORINAE,HYDROPORINAE,FALSE,
HYDROPORUS,HYDROPORUS,FALSE,
HYDROPORUS UNDULATUS,HYDROPORUS UNDULATUS,FALSE,
HYDROPSYCHE,HYDROPSYCHE,FALSE,
HYDROPSYCHE ARINALE,HYDROPSYCHE ARINALE,FALSE,
HYDROPSYCHE BETTENI,HYDROPSYCHE BETTENI,FALSE,
HYDROPSYCHE BIDENS,HYDROPSYCHE BIDENS,FALSE,
HYDROPSYCHE BIFIDA,HYDROPSYCHE BIFIDA,FALSE,
HYDROPSYCHE CUANIS,HYDROPSYCHE CUANIS,FALSE,
HYDROPSYCHE ELISSOMA,HYDROPSYCHE ELISSOMA,FALSE,
HYDROPSYCHE FRISONI,HYDROPSYCHE FRISONI,FALSE,
HYDROPSYCHE INCOMMODA,HYDROPSYCHE INCOMMODA,FALSE,
HYDROPSYCHE MOROSA GR.,HYDROPSYCHE MOROSA GROUP,TRUE,formatting (CAPS and group)
HYDROPSYCHE MOROSA GROUP,HYDROPSYCHE MOROSA GROUP,FALSE,
HYDROPSYCHE OCCIDENTALIS,HYDROPSYCHE OCCIDENTALIS,FALSE,
HYDROPSYCHE ORRIS,HYDROPSYCHE ORRIS,FALSE,
HYDROPSYCHE SCALARIS,HYDROPSYCHE SCALARIS,FALSE,
HYDROPSYCHE SIMULANS,HYDROPSYCHE SIMULANS,FALSE,
HYDROPSYCHE VENULARIS,HYDROPSYCHE VENULARIS,FALSE,
HYDROPSYCHIDAE,HYDROPSYCHIDAE,FALSE,
HYDROPTILA,HYDROPTILA,FALSE,
HYDROPTILIDAE,HYDROPTILIDAE,FALSE,
HYDROVATUS,HYDROVATUS,FALSE,
HYDROZOA,HYDROZOA,FALSE,
HYDRYPHANTIDAE,HYDRYPHANTIDAE,FALSE,
HYGROBATES,HYGROBATES,FALSE,
HYGROTUS,HYGROTUS,FALSE,
HYLOGOMPHUS,HYLOGOMPHUS,FALSE,
ILYBIUS,ILYBIUS,FALSE,
ILYODRILUS TEMPLETONI,ILYODRILUS TEMPLETONI,FALSE,
IRONOQUIA,IRONOQUIA,FALSE,
ISCHNURA,ISCHNURA,FALSE,
ISOCHAETIDES CURVISETOSUS,ISOCHAETIDES CURVISETOSUS,FALSE,
ISOGENUS,ISOGENUS,FALSE,
ISONYCHIA,ISONYCHIA,FALSE,
ISOPERLA,ISOPERLA,FALSE,
ISOPODA,ISOPODA,FALSE,
ISOTOMIDAE,ISOTOMIDAE,FALSE,NonTarget? Largely terrestrial
ISOTOMURUS,ISOTOMURUS,FALSE,NonTarget? Largely terrestrial
ISOTOMURUS PALUSTRIS,ISOTOMURUS PALUSTRIS,FALSE,NonTarget? Largely terrestrial
ISWAEON,ISWAEON,FALSE,
ITHYTRICHIA,ITHYTRICHIA,FALSE,
KLOOSIA,KLOOSIA,FALSE,
KOENIKEA,KOENIKEA,FALSE,
KRENDOWSKIA,KRENDOWSKIA,FALSE,
LABIOBAETIS,LABIOBAETIS,FALSE,
LABRUNDINIA,LABRUNDINIA,FALSE,
LACCOBIUS,LACCOBIUS,FALSE,
LACCOPHILUS,LACCOPHILUS,FALSE,
LACHLANIA,LACHLANIA,FALSE,
LADONA,LADONA,FALSE,
LAMPSILIS CARDIUM,LAMPSILIS CARDIUM,FALSE,
LAMPSILIS RADIATA,LAMPSILIS RADIATA,FALSE,
LAMPSILIS SILIQUOIDEA,LAMPSILIS SILIQUOIDEA,FALSE,
LAMPSILIS TERES,LAMPSILIS TERES,FALSE,
LARSIA,LARSIA,FALSE,
LASMIGONA COMPLANATA,LASMIGONA COMPLANATA,FALSE,
LAUTERBORNIELLA,LAUTERBORNIELLA,FALSE,
LEBERTIA,LEBERTIA,FALSE,
LEPIDOPTERA,LEPIDOPTERA,FALSE,
LEPIDOSTOMA,LEPIDOSTOMA,FALSE,
LEPTOCERIDAE,LEPTOCERIDAE,FALSE,
LEPTOCERUS,LEPTOCERUS AMERICANUS,TRUE,genus level recommended by Sean Sullivan
LEPTOCERUS AMERICANUS,LEPTOCERUS AMERICANUS,FALSE,
LEPTODEA FRAGILIS,LEPTODEA FRAGILIS,FALSE,
LEPTOHYPHIDAE,LEPTOHYPHIDAE,FALSE,
LEPTOPHLEBIA,LEPTOPHLEBIA,FALSE,
LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,FALSE,
LESTES,LESTES,FALSE,
LESTIDAE,LESTIDAE,FALSE,
LETHOCERUS,LETHOCERUS,FALSE,
LEUCORRHINIA,LEUCORRHINIA,FALSE,
LEUCOTRICHIA,LEUCOTRICHIA,FALSE,
LEUCOTRICHIA PICTIPES,LEUCOTRICHIA PICTIPES,FALSE,
LEUCROCUTA,LEUCROCUTA,FALSE,
LIBELLULA,LIBELLULA,FALSE,
LIBELLULA LUCTUOSA,LIBELLULA LUCTUOSA,FALSE,
LIBELLULIDAE,LIBELLULIDAE,FALSE,
LIGUMIA,LIGUMIA,FALSE,
LIGUMIA RECTA,LIGUMIA RECTA,FALSE,
LIMNEPHILIDAE,LIMNEPHILIDAE,FALSE,
LIMNEPHILUS,LIMNEPHILUS,FALSE,
LIMNESIA,LIMNESIA,FALSE,
LIMNODRILUS,LIMNODRILUS,FALSE,
LIMNODRILUS CERVIX,LIMNODRILUS CERVIX,FALSE,
LIMNODRILUS CLAPAREDIANUS,LIMNODRILUS CLAPAREDIANUS,FALSE,
LIMNODRILUS HOFFMEISTERI,LIMNODRILUS HOFFMEISTERI,FALSE,
LIMNODRILUS PROFUNDICOLA,LIMNODRILUS PROFUNDICOLA,FALSE,
LIMNODRILUS UDEKEMIANUS,LIMNODRILUS UDEKEMIANUS,FALSE,
LIMNOPHILA,LIMNOPHILA,FALSE,
LIMNOPHORA,LIMNOPHORA,FALSE,
LIMNOPHYES,LIMNOPHYES,FALSE,
LIMNOPORUS,LIMNOPORUS,FALSE,
LIMONIA,LIMONIA,FALSE,
LIMONIIDAE,LIMONIIDAE,FALSE,
LIODESSUS,LIODESSUS,FALSE,
LIODESSUS AFFINIS,LIODESSUS AFFINIS,FALSE,
LIPOGOMPHUS,LIPOGOMPHUS,FALSE,
LOPESCLADIUS,LOPESCLADIUS,FALSE,
LUMBRICIDAE,LUMBRICIDAE,FALSE,NonTarget? Largely terrestrial
LUMBRICULIDAE,LUMBRICULIDAE,FALSE,
LUMBRICULUS,LUMBRICULUS,FALSE,
LUMBRICULUS VARIEGATUS,LUMBRICULUS VARIEGATUS,FALSE,
LYMNAEA,LYMNAEA,FALSE,
LYMNAEA STAGNALIS,LYMNAEA STAGNALIS,FALSE,
LYMNAEIDAE,LYMNAEIDAE,FALSE,
LYPE,LYPE,FALSE,
MACCAFFERTIUM,MACCAFFERTIUM,FALSE,
MACCAFFERTIUM BIPUNCTATUM,MACCAFFERTIUM BIPUNCTATUM,FALSE,
MACCAFFERTIUM EXIGUUM,MACCAFFERTIUM EXIGUUM,FALSE,
MACCAFFERTIUM INTEGRUM,MACCAFFERTIUM INTEGRUM,FALSE,
MACCAFFERTIUM MEXICANUM,MACCAFFERTIUM MEXICANUM,FALSE,
MACCAFFERTIUM PULCHELLUM,MACCAFFERTIUM PULCHELLUM,FALSE,
MACCAFFERTIUM TERMINATUM,MACCAFFERTIUM TERMINATUM,FALSE,
MACCAFFERTIUM TRIPUNCTATUM,MACCAFFERTIUM TRIPUNCTATUM,FALSE,
MACROBDELLA,MACROBDELLA,FALSE,
MACROBDELLA DECORA,MACROBDELLA DECORA,FALSE,
MACROBDELLA DITETRA,MACROBDELLA DITETRA,FALSE,
MACROMIA,MACROMIA,FALSE,
MACRONYCHUS,MACRONYCHUS GLABRATUS,TRUE,One species in NE. Sean Sullivan
MACRONYCHUS GLABRATUS,MACRONYCHUS GLABRATUS,FALSE,
MACROPELOPIA,MACROPELOPIA,FALSE,
MACROPELOPIINI,MACROPELOPIINI,FALSE,
MALENKA,MALENKA,FALSE,
MALLOCHOHELEA,CERATOPOGONINAE,TRUE,subfamily level recommended by Sean Sullivan
MAYATRICHIA,MAYATRICHIA,FALSE,
MEGALOPTERA,MEGALOPTERA,FALSE,
MESENCHYTRAEUS,MESENCHYTRAEUS,FALSE,
MESOSMITTIA,MESOSMITTIA,FALSE,
MESOVELIA,MESOVELIA,FALSE,
METRICHIA,METRICHIA,FALSE,
METRIOCNEMUS,METRIOCNEMUS,FALSE,
METROBATES,METROBATES,FALSE,
MICRACANTHIA,MICRACANTHIA,FALSE,
MICROCHIRONOMUS,MICROCHIRONOMUS,FALSE,
MICROCYLLOEPUS,MICROCYLLOEPUS,FALSE,
MICROCYLLOEPUS PUSILLUS,MICROCYLLOEPUS,TRUE,genus level recommended by Sean Sullivan
MICROPSECTRA,MICROPSECTRA,FALSE,
MICROTENDIPES,MICROTENDIPES,FALSE,
MICROVELIA,MICROVELIA,FALSE,
MIDEOPSIS,MIDEOPSIS,FALSE,
MOLANNA,MOLANNA,FALSE,
MOLOPHILUS,MOLOPHILUS,FALSE,
MOOREOBDELLA,ERPOBDELLA,TRUE,nomenclature change. Sean Sullivan
MOOREOBDELLA FERVIDA,ERPOBDELLA FERVIDA,TRUE,nomenclature change. Sean Sullivan
MOOREOBDELLA MICROSTOMA,ERPOBDELLA MICROSTOMA,TRUE,nomenclature change. Sean Sullivan
MOSELYANA,MOSELYANA,FALSE,
MUSCIDAE,MUSCIDAE,FALSE,
MUSCULIUM,MUSCULIUM,FALSE,
MUSCULIUM SECURIS,MUSCULIUM SECURIS,FALSE,
MUSCULIUM TRANSVERSUM,MUSCULIUM TRANSVERSUM,FALSE,
MYZOBDELLA,MYZOBDELLA,FALSE,
NAIDIDAE,NAIDIDAE,FALSE,
NAIDINAE,NAIDINAE,FALSE,
NAIS,NAIS,FALSE,
NAIS ALPINA,NAIS ALPINA,FALSE,
NAIS BARBATA,NAIS BARBATA,FALSE,
NAIS BEHNINGI,NAIS BEHNINGI,FALSE,
NAIS BRETSCHERI,NAIS BRETSCHERI,FALSE,
NAIS COMMUNIS,NAIS COMMUNIS,FALSE,
NAIS COMMUNIS/VARIABILIS COMPLEX,NAIS COMMUNIS/VARIABILIS COMPLEX,FALSE,
NAIS ELINGUIS,NAIS ELINGUIS,FALSE,
NAIS PARDALIS,NAIS PARDALIS,FALSE,
NAIS PSEUDOBTUSA,NAIS PSEUDOBTUSA,FALSE,
NAIS SIMPLEX,NAIS SIMPLEX,FALSE,
NAIS VARIABILIS,NAIS VARIABILIS,FALSE,
NANOCLADIUS,NANOCLADIUS,FALSE,
NASIAESCHNA PENTACANTHA,NASIAESCHNA PENTACANTHA,FALSE,
NATARSIA,NATARSIA,FALSE,
NAUCORIDAE,NAUCORIDAE,FALSE,
NEBRIOPORUS,NEBRIOPORUS,FALSE,
NECTOPSYCHE,NECTOPSYCHE,FALSE,
NECTOPSYCHE CANDIDA,NECTOPSYCHE CANDIDA,FALSE,
NECTOPSYCHE DIARINA,NECTOPSYCHE DIARINA,FALSE,
NECTOPSYCHE PAVIDA,NECTOPSYCHE PAVIDA,FALSE,
NEHALENNIA,NEHALENNIA,FALSE,
NEMATA,NEMATA,FALSE,
NEMATODA,NEMATA,TRUE,phylum level recommended by Sean Sullivan
NEMATOMORPHA,NEMATOMORPHA,FALSE,
NEMOTELUS,NEMOTELUS,FALSE,
NEMOURA,NEMOURIDAE,TRUE,questionable ID. Family-level recommended by Sean Sullivan
NEMOURIDAE,NEMOURIDAE,FALSE,
NEOACARUS,NEOACARUS,FALSE,
NEOCHOROTERPES,NEOCHOROTERPES,FALSE,
NEOELMIS,NEOELMIS,FALSE,
NEOGERRIS HESIONE,NEOGERRIS HESIONE,FALSE,
NEOPERLA,NEOPERLA,FALSE,
NEOPERLA CLYMENE,NEOPERLA,TRUE,genus level recommended by Sean Sullivan
NEOPHYLAX,NEOPHYLAX,FALSE,
NEOPLASTA,NEOPLASTA,FALSE,
NEOPLEA,NEOPLEA STRIOLA,TRUE,One species in NE. Sean Sullivan
NEOPLEA STRIOLA,NEOPLEA STRIOLA,FALSE,
NEOPORUS,NEOPORUS,FALSE,
NEOTRICHIA,NEOTRICHIA,FALSE,
NEPA,NEPA,FALSE,
NEPA APICULATA,NEPA,TRUE,genus level recommended by Sean Sullivan
NEPIDAE,NEPIDAE,FALSE,
NEPTICULIDAE,NEPTICULIDAE,FALSE,
NEUMANIA,NEUMANIA,FALSE,
NEURECLIPSIS,NEURECLIPSIS,FALSE,
NIGRONIA,NIGRONIA,FALSE,
NILOTANYPUS,NILOTANYPUS,FALSE,
NOCTUIDAE,NOCTUIDAE,FALSE,
NOTERIDAE,NOTERIDAE,FALSE,
NOTONECTA,NOTONECTA,FALSE,
NOTONECTIDAE,NOTONECTIDAE,FALSE,
NYCTIOPHYLAX,NYCTIOPHYLAX,FALSE,
OCHROTRICHIA,OCHROTRICHIA,FALSE,
OCHTHEBIUS,OCHTHEBIUS,FALSE,
ODONATA,ODONATA,FALSE,
ODONTOCERIDAE,ODONTOCERIDAE,FALSE,
ODONTOMESA,ODONTOMESA,FALSE,
ODONTOMYIA,ODONTOMYIA,FALSE,
OECETIS,OECETIS,FALSE,
OECETIS AVARA,OECETIS,TRUE,genus level recommended by Sean Sullivan
OECETIS CINERASCENS,OECETIS,TRUE,genus level recommended by Sean Sullivan
OLIGOCHAETA,OLIGOCHAETA,FALSE,
OLIGONEURIIDAE,OLIGONEURIIDAE,FALSE,
OPHIDONAIS SERPENTINA,OPHIDONAIS SERPENTINA,FALSE,
OPHIOGOMPHUS,OPHIOGOMPHUS,FALSE,
OPTIOSERVUS,OPTIOSERVUS,FALSE,
ORCONECTES,FAXONIUS,TRUE,nomenclature change. Sean Sullivan
ORCONECTES IMMUNIS,FAXONIUS IMMUNIS,TRUE,nomenclature change. Sean Sullivan
ORCONECTES VIRILIS,FAXONIUS VIRILIS,TRUE,nomenclature change. Sean Sullivan
OREODYTES,OREODYTES,FALSE,consider updating in the future
ORIBATIDA,ORIBATIDA,FALSE,
ORMOSIA,ORMOSIA,FALSE,
ORMOSIA ARCUATA,ORMOSIA,TRUE,genus level recommended by Sean Sullivan
ORTHOCLADIINAE,ORTHOCLADIINAE,FALSE,
ORTHOCLADIUS,ORTHOCLADIUS,FALSE,
ORTHOCLADIUS LIGNICOLA,ORTHOCLADIUS,TRUE,genus level recommended by Sean Sullivan
ORTHOCLADIUS MALLOCHI,ORTHOCLADIUS,TRUE,genus level recommended by Sean Sullivan
ORTHOCLADIUS OBUMBRATUS,ORTHOCLADIUS,TRUE,genus level recommended by Sean Sullivan
ORTHOCLADIUS WIENSI,ORTHOCLADIUS,TRUE,genus level recommended by Sean Sullivan
ORTHOPODOMYIA,ORTHOPODOMYIA,FALSE,
ORTHOTRICHIA,ORTHOTRICHIA,FALSE,
ORTHOTRICHIA CRISTATA,ORTHOTRICHIA,TRUE,genus level recommended by Sean Sullivan
OSTRACODA,OSTRACODA,FALSE,
OULIMNIUS,OULIMNIUS,FALSE,
OXYCERA,OXYCERA,FALSE,
OXYETHIRA,OXYETHIRA,FALSE,
PAGASTIA,PAGASTIA,FALSE,
PALAEMON,PALAEMON,FALSE,
PALINGENIIDAE,PALINGENIIDAE,FALSE,
PALMACORIXA,PALMACORIXA,FALSE,
PALPOMYIA,PALPOMYIA,FALSE,
PANTALA,PANTALA,FALSE,
PARACHAETOCLADIUS,PARACHAETOCLADIUS,FALSE,
PARACHIRONOMUS,PARACHIRONOMUS,FALSE,
PARACHIRONOMUS ABORTIVUS,PARACHIRONOMUS,TRUE,genus level recommended by Sean Sullivan
PARACHIRONOMUS DIRECTUS,PARACHIRONOMUS,TRUE,genus level recommended by Sean Sullivan
PARACLADIUS,PARACLADIUS,FALSE,
PARACLADOPELMA,PARACLADOPELMA,FALSE,
PARACLOEODES,PARACLOEODES MINUTUS,TRUE,One species in NE. Sean Sullivan
PARACLOEODES MINUTUS,PARACLOEODES MINUTUS,FALSE,
PARACYMUS,PARACYMUS,FALSE,
PARAGNETINA,PARAGNETINA,FALSE,
PARAGORDIUS,PARAGORDIUS,FALSE,
PARAKIEFFERIELLA,PARAKIEFFERIELLA,FALSE,
PARALAUTERBORNIELLA,PARALAUTERBORNIELLA NIGROHALTERALE,TRUE,One species in NE. Sean Sullivan
PARALAUTERBORNIELLA NIGROHALTERALE,PARALAUTERBORNIELLA NIGROHALTERALE,FALSE,
PARALAUTERBORNIELLA NIGROHALTERALIS,PARALAUTERBORNIELLA NIGROHALTERALE,TRUE,spelling
PARALEPTOPHLEBIA,PARALEPTOPHLEBIA,FALSE,consider updating in the future
PARALIMNOPHYES,PARALIMNOPHYES,FALSE,
PARAMERINA,PARAMERINA,FALSE,
PARAMETRIOCNEMUS,PARAMETRIOCNEMUS,FALSE,
PARANAIS,PARANAIS,FALSE,
PARANAIS FRICI,PARANAIS,TRUE,genus level recommended by Sean Sullivan
PARAPHAENOCLADIUS,PARAPHAENOCLADIUS,FALSE,
PARAPLEA,PARAPLEA,FALSE,
PARATANYTARSUS,PARATANYTARSUS,FALSE,
PARATENDIPES,PARATENDIPES,FALSE,
PEDICIA,PEDICIA,FALSE,
PELECYPODA,BIVALVIA,TRUE,nomenclature change
PELOCORIS,PELOCORIS,FALSE,
PELOCORIS FEMORATUS,PELOCORIS FEMORATUS,FALSE,
PELOSCOLEX MULTISETOSUS,QUISTADRILUS MULTISETOSUS,TRUE,nomenclature change
PELOSCOLEX SUPERIORENSIS,TASSERKIDRILUS SUPERIORENSIS,TRUE,nomenclature change
PELTODYTES,PELTODYTES,FALSE,
PELTOPERLA,PELTOPERLA,FALSE,
PENTAGENIA,PENTAGENIA,FALSE,
PENTANEURA,PENTANEURA,FALSE,
PERICOMA,PERICOMA,FALSE,
PERITHEMIS,PERITHEMIS,FALSE,
PERITHEMIS TENERA,PERITHEMIS TENERA,FALSE,
PERLESTA,PERLESTA,FALSE,
PERLESTA PLACIDA,PERLESTA,TRUE,genus level recommended by Sean Sullivan
PERLIDAE,PERLIDAE,FALSE,
PERLODIDAE,PERLODIDAE,FALSE,
PETROPHILA,PETROPHILA,FALSE,
PHAENOPSECTRA,PHAENOPSECTRA,FALSE,
PHORIDAE,PHORIDAE,FALSE,
PHRYGANEA,PHRYGANEA,FALSE,
PHRYGANEIDAE,PHRYGANEIDAE,FALSE,
PHYSA,PHYSIDAE,TRUE,nomenclature change. Sean Sullivan
PHYSELLA,PHYSIDAE,TRUE,nomenclature change. Sean Sullivan
PHYSIDAE,PHYSIDAE,FALSE,
PILARIA,PILARIA,FALSE,
PIONA,PIONA,FALSE,
PISIDIIDAE,SPHAERIIDAE,TRUE,nomenclature change. Sean Sullivan
PISIDIUM,PISIDIUM,FALSE,
PISIDIUM ADAMSI,PISIDIUM,TRUE,genus level recommended by Sean Sullivan
PISIDIUM CASERTANUM,PISIDIUM,TRUE,genus level recommended by Sean Sullivan
PISIDIUM COMPRESSUM,PISIDIUM,TRUE,genus level recommended by Sean Sullivan
PLACOBDELLA,PLACOBDELLA,FALSE,
PLACOBDELLA MONTIFERA,PLACOBDELLA MONTIFERA,FALSE,
PLACOBDELLA MULTILINEATA,PLACOBDELLA MULTILINEATA,FALSE,
PLACOBDELLA ORNATA,PLACOBDELLA ORNATA,FALSE,
PLACOBDELLA PAPILLIFERA,PLACOBDELLA PAPILLIFERA,FALSE,
PLACOBDELLA PARASITICA,PLACOBDELLA PARASITICA,FALSE,
PLACOBDELLA PICTA,PLACOBDELLA PICTA,FALSE,
PLANARIIDAE,PLANARIIDAE,FALSE,
PLANORBELLA,PLANORBELLA,FALSE,
PLANORBIDAE,PLANORBIDAE,FALSE,
PLATAMBUS,PLATAMBUS,FALSE,
PLATHEMIS,PLATHEMIS,FALSE,
PLATYCENTROPUS,PLATYCENTROPUS,FALSE,
PLAUDITUS,PLAUDITUS,FALSE,
PLECOPTERA,PLECOPTERA,FALSE,
PLEIDAE,PLEIDAE,FALSE,
PLUMATELLA,PLUMATELLA,FALSE,NonTarget?
PODURA,PODURA,FALSE,NonTarget? Largely terrestrial
POLYCENTROPODIDAE,POLYCENTROPODIDAE,FALSE,
POLYCENTROPUS,POLYCENTROPUS,FALSE,consider updating in the future
POLYPEDILUM,POLYPEDILUM,FALSE,
POLYPEDILUM AVICEPS,POLYPEDILUM AVICEPS,FALSE,
POLYPEDILUM BERGI,POLYPEDILUM BERGI,FALSE,
POLYPEDILUM CONVICTUM,POLYPEDILUM CONVICTUM GROUP,TRUE,formatting (CAPS and group)
POLYPEDILUM CONVICTUM GROUP,POLYPEDILUM CONVICTUM GROUP,FALSE,
POLYPEDILUM FALLAX,POLYPEDILUM FALLAX GROUP,TRUE,formatting (CAPS and group)
POLYPEDILUM FALLAX GR.,POLYPEDILUM FALLAX GROUP,TRUE,formatting (CAPS and group)
POLYPEDILUM FALLAX GROUP,POLYPEDILUM FALLAX GROUP,FALSE,
POLYPEDILUM FLAVUM,POLYPEDILUM FLAVUM,FALSE,
POLYPEDILUM HALTERALE,POLYPEDILUM HALTERALE GROUP,TRUE,formatting (CAPS and group)
POLYPEDILUM HALTERALE GR.,POLYPEDILUM HALTERALE GROUP,TRUE,formatting (CAPS and group)
POLYPEDILUM HALTERALE GROUP,POLYPEDILUM HALTERALE GROUP,FALSE,
POLYPEDILUM ILLINOENSE,POLYPEDILUM ILLINOENSE GROUP,TRUE,formatting (CAPS and group)
POLYPEDILUM ILLINOENSE GR.,POLYPEDILUM ILLINOENSE GROUP,TRUE,formatting (CAPS and group)
POLYPEDILUM ILLINOENSE GROUP,POLYPEDILUM ILLINOENSE GROUP,FALSE,
POLYPEDILUM LAETUM,POLYPEDILUM LAETUM,FALSE,
POLYPEDILUM SCALAENUM,POLYPEDILUM SCALAENUM GROUP,TRUE,formatting (CAPS and group)
POLYPEDILUM SCALAENUM GR.,POLYPEDILUM SCALAENUM GROUP,TRUE,formatting (CAPS and group)
POLYPEDILUM SCALAENUM GROUP,POLYPEDILUM SCALAENUM GROUP,FALSE,
POLYPEDILUM SIMULANS,POLYPEDILUM SIMULANS,FALSE,
POLYPEDILUM TRIGONUM,POLYPEDILUM TRIGONUM,FALSE,
POLYPEDILUM TRIGONUS,POLYPEDILUM TRIGONUS,FALSE,
POLYPEDILUM TRITUM,POLYPEDILUM TRITUM,FALSE,
POTAMANTHUS,POTAMANTHUS,FALSE,
POTAMILUS ALATUS,POTAMILUS ALATUS,FALSE,
POTAMILUS PURPURATUS,POTAMILUS PURPURATUS,FALSE,
POTAMOTHRIX BAVARICUS,POTAMOTHRIX BAVARICUS,FALSE,
POTAMYIA,POTAMYIA FLAVA,TRUE,One species in NE. Sean Sullivan
POTAMYIA FLAVA,POTAMYIA FLAVA,FALSE,
POTTHASTIA,POTTHASTIA,FALSE,
PRISTINA,PRISTINA,FALSE,
PRISTINA AEQUISETA,PRISTINA AEQUISETA,FALSE,
PRISTINA LONGISETA,PRISTINA LONGISETA,FALSE,
PRISTINA LONGISETA LONGISETA,PRISTINA LONGISETA,TRUE,removed subspecies
PRISTINA LONGISOMA,PRISTINA LONGISOMA,FALSE,
PRISTINA OSBORNI,PRISTINA OSBORNI,FALSE,
PRISTINA SIMA,PRISTINA SIMA,FALSE,
PRISTINELLA,PRISTINELLA,FALSE,
PROBEZZIA,PROBEZZIA,FALSE,
PROCLADIUS,PROCLADIUS,FALSE,
PROCLOEON,PROCLOEON,FALSE,
PRODIAMESA,PRODIAMESA,FALSE,
PROGOMPHUS,PROGOMPHUS,FALSE,
PROGOMPHUS OBSCURUS,PROGOMPHUS OBSCURUS,FALSE,
PROMENETUS,PROMENETUS,FALSE,
PROSTOMA,PROSTOMA,FALSE,
PROSTOMA GRAECENSE,PROSTOMA,TRUE,genus level recommended by Sean Sullivan
PROTANYPUS,PROTANYPUS,FALSE,
PROTOPTILA,PROTOPTILA,FALSE,
PSECTROCLADIUS,PSECTROCLADIUS,FALSE,
PSECTROTANYPUS,PSECTROTANYPUS,FALSE,
PSEPHENIDAE,PSEPHENIDAE,FALSE,
PSEUDIRON CENTRALIS,PSEUDIRON CENTRALIS,FALSE,
PSEUDOCHIRONOMUS,PSEUDOCHIRONOMUS,FALSE,
PSEUDOCLOEON,PSEUDOCLOEON,FALSE,
PSEUDOLIMNOPHILA,PSEUDOLIMNOPHILA,FALSE,
PSEUDORTHOCLADIUS,PSEUDORTHOCLADIUS,FALSE,
PSEUDOSMITTIA,PSEUDOSMITTIA,FALSE,
PSEUDOSTENOPHYLAX,PSEUDOSTENOPHYLAX,FALSE,
PSEUDOSUCCINEA COLUMELLA,PSEUDOSUCCINEA COLUMELLA,FALSE,
PSILOMETRIOCNEMUS,PSILOMETRIOCNEMUS,FALSE,
PSILOMETRIOCNEMUS TRIANNULATUS,PSILOMETRIOCNEMUS TRIANNULATUS,FALSE,questionable ID
PSYCHODA,PSYCHODA,FALSE,
PSYCHODIDAE,PSYCHODIDAE,FALSE,
PTERONARCYIDAE,PTERONARCYIDAE,FALSE,
PTERONARCYS,PTERONARCYS,FALSE,
PTERONARCYS CALIFORNICA,PTERONARCYS CALIFORNICA,FALSE,
PTERONARCYS DORSATA,PTERONARCYS DORSATA,FALSE,
PTILOSTOMIS,PTILOSTOMIS,FALSE,
PTYCHOPTERA,PTYCHOPTERA,FALSE,
PYCNOPSYCHE,PYCNOPSYCHE,FALSE,
PYGANODON GRANDIS,PYGANODON GRANDIS,FALSE,
PYRALIDAE,PYRALIDAE,FALSE,
QUADRULA QUADRULA,QUADRULA QUADRULA,FALSE,
QUISTADRILUS,QUISTADRILUS,FALSE,
QUISTADRILUS MULTISETOSUS,QUISTADRILUS MULTISETOSUS,FALSE,
QUISTRADRILUS,QUISTADRILUS MULTISETOSUS,TRUE,correct spelling per itis.gov
QUISTRADRILUS MULTISETOSUS,QUISTADRILUS MULTISETOSUS,TRUE,correct spelling per itis.gov
RADOTANYPUS,RADOTANYPUS,FALSE,
RANATRA,RANATRA,FALSE,
RHAGOVELIA,RHAGOVELIA,FALSE,
RHAGOVELIA OBESA,RHAGOVELIA,TRUE,genus level recommended by Sean Sullivan
RHANTUS,RHANTUS,FALSE,
RHEOCRICOTOPUS,RHEOCRICOTOPUS,FALSE,
RHEOSMITTIA,RHEOSMITTIA,FALSE,
RHEOTANYTARSUS,RHEOTANYTARSUS,FALSE,
RHEOTANYTARSUS AKRINA,RHEOTANYTARSUS,TRUE,genus level recommended by Sean Sullivan
RHEOTANYTARSUS DISTINCTISSIMUS,RHEOTANYTARSUS,TRUE,genus level recommended by Sean Sullivan
RHEUMATOBATES,RHEUMATOBATES,FALSE,
RHEUMATOBATES RILEYI,RHEUMATOBATES,TRUE,genus level recommended by Sean Sullivan
RHITHROGENA,RHITHROGENA,FALSE,
RHYACOPHILA,RHYACOPHILA,FALSE,
ROBACKIA,ROBACKIA,FALSE,
ROBACKIA DEMEIJEREI,ROBACKIA DEMEIJEREI,FALSE,questionable ID
